Market,MarketName,Sector,Fetch_Time,up_0_3,up_3_5,up_5_7,up_7_plus,down_0_3,down_3_5,down_5_7,down_7_plus,unchanged,no_trade,total_turnover
JP,Japan 225 Index,Commercial Services,2026-08-28 06:00:00,3,1,0,0,2,0,0,0,0,0,19357944000.0
JP,Japan 225 Index,Communications,2026-08-28 06:00:00,3,0,0,0,0,0,0,0,0,0,33343877280.0
JP,Japan 225 Index,Consumer Durables,2026-08-28 06:00:00,11,2,0,0,9,0,0,0,1,0,245582450740.0
JP,Japan 225 Index,Consumer Non-Durables,2026-08-28 06:00:00,9,0,0,0,3,0,0,0,0,0,48652543000.0
JP,Japan 225 Index,Consumer Services,2026-08-28 06:00:00,2,0,0,0,0,0,0,0,0,0,9361442250.0
JP,Japan 225 Index,Distribution Services,2026-08-28 06:00:00,4,0,0,0,1,0,0,0,0,0,45862294600.0
JP,Japan 225 Index,Electronic Technology,2026-08-28 06:00:00,10,1,0,0,6,1,0,1,1,0,2283707583850.0
JP,Japan 225 Index,Energy Minerals,2026-08-28 06:00:00,2,0,0,0,1,0,0,0,0,0,12897979700.0
JP,Japan 225 Index,Finance,2026-08-28 06:00:00,23,1,0,0,4,0,0,0,0,0,359521477900.0
JP,Japan 225 Index,Health Technology,2026-08-28 06:00:00,6,0,0,0,6,0,0,0,0,0,81078950300.0
JP,Japan 225 Index,Industrial Services,2026-08-28 06:00:00,1,0,0,0,5,0,0,0,0,0,14085594300.0
JP,Japan 225 Index,Miscellaneous,2026-08-28 06:00:00,0,0,0,0,1,0,0,0,0,0,94824716800.0
JP,Japan 225 Index,Non-Energy Minerals,2026-08-28 06:00:00,7,0,0,0,1,0,0,0,0,0,67036466770.0
JP,Japan 225 Index,Process Industries,2026-08-28 06:00:00,11,0,0,0,8,0,0,0,0,0,85562011940.0
JP,Japan 225 Index,Producer Manufacturing,2026-08-28 06:00:00,12,0,0,0,18,4,0,0,0,0,742453998130.0
JP,Japan 225 Index,Retail Trade,2026-08-28 06:00:00,4,0,0,0,7,1,0,0,0,0,106468459840.0
JP,Japan 225 Index,Technology Services,2026-08-28 06:00:00,5,5,1,0,1,0,0,0,0,0,156604921530.0
JP,Japan 225 Index,Transportation,2026-08-28 06:00:00,7,1,0,0,6,0,0,0,0,0,61191238670.0
JP,Japan 225 Index,Utilities,2026-08-28 06:00:00,3,0,0,0,2,0,0,0,0,0,23003696860.0
JP,All Japanese companies,Commercial Services,2026-08-28 06:00:00,174,13,1,3,107,5,4,1,31,0,54486000790.0
JP,All Japanese companies,Communications,2026-08-28 06:00:00,13,1,0,0,5,0,0,0,3,0,38764820860.0
JP,All Japanese companies,Consumer Durables,2026-08-28 06:00:00,47,2,0,0,53,3,1,1,26,0,277326545290.0
JP,All Japanese companies,Consumer Non-Durables,2026-08-28 06:00:00,94,2,0,0,72,6,0,0,15,0,114526242380.0
JP,All Japanese companies,Consumer Services,2026-08-28 06:00:00,113,8,2,2,78,6,0,0,28,0,85499969550.0
JP,All Japanese companies,Distribution Services,2026-08-28 06:00:00,98,10,2,1,92,3,0,0,17,0,89785466750.0
JP,All Japanese companies,Electronic Technology,2026-08-28 06:00:00,89,10,4,2,90,8,0,3,8,0,2411946561300.0
JP,All Japanese companies,Energy Minerals,2026-08-28 06:00:00,3,0,0,0,4,0,0,0,1,0,15030724250.0
JP,All Japanese companies,Finance,2026-08-28 06:00:00,202,7,2,2,128,16,1,1,19,2,546690251620.0
JP,All Japanese companies,Government,2026-08-28 06:00:00,1,0,0,0,0,0,0,0,0,0,2174000.0
JP,All Japanese companies,Health Services,2026-08-28 06:00:00,16,1,0,0,13,0,0,0,4,0,1070649900.0
JP,All Japanese companies,Health Technology,2026-08-28 06:00:00,55,5,6,2,50,4,0,0,8,0,138466300650.0
JP,All Japanese companies,Industrial Services,2026-08-28 06:00:00,54,4,0,1,87,3,1,0,9,0,84620378300.0
JP,All Japanese companies,Miscellaneous,2026-08-28 06:00:00,1,0,0,0,3,0,0,0,0,0,95383116400.0
JP,All Japanese companies,Non-Energy Minerals,2026-08-28 06:00:00,39,0,0,1,43,1,0,0,5,0,123581045770.0
JP,All Japanese companies,Process Industries,2026-08-28 06:00:00,96,4,0,0,128,5,1,0,16,0,211905711340.0
JP,All Japanese companies,Producer Manufacturing,2026-08-28 06:00:00,204,12,1,2,224,18,2,1,37,0,969885802650.0
JP,All Japanese companies,Retail Trade,2026-08-28 06:00:00,86,2,0,2,105,10,2,1,22,0,180404262980.0
JP,All Japanese companies,Technology Services,2026-08-28 06:00:00,294,57,23,29,112,9,7,8,51,1,575130543865.0
JP,All Japanese companies,Transportation,2026-08-28 06:00:00,45,2,1,0,53,0,0,0,9,0,81691602920.0
JP,All Japanese companies,Unknown,2026-08-28 06:00:00,0,0,0,0,0,0,0,0,0,1,30500.0
JP,All Japanese companies,Utilities,2026-08-28 06:00:00,19,0,0,0,13,0,0,0,0,0,40104200410.0
KR,All South Korean Companies,Commercial Services,2026-08-28 06:00:00,51,4,4,6,24,5,1,1,8,0,171216194742.0
KR,All South Korean Companies,Communications,2026-08-28 06:00:00,4,0,2,0,6,0,1,0,0,0,129633362440.0
KR,All South Korean Companies,Consumer Durables,2026-08-28 06:00:00,29,2,2,6,32,4,0,1,5,0,1323076632201.0
KR,All South Korean Companies,Consumer Non-Durables,2026-08-28 06:00:00,73,17,12,13,30,3,0,1,10,0,741316277580.0
KR,All South Korean Companies,Consumer Services,2026-08-28 06:00:00,41,3,1,4,20,0,0,0,4,0,88923970439.0
KR,All South Korean Companies,Distribution Services,2026-08-28 06:00:00,21,5,1,2,24,3,1,0,3,0,67971899723.0
KR,All South Korean Companies,Electronic Technology,2026-08-28 06:00:00,121,21,7,15,173,48,17,7,15,0,10015314888888.0
KR,All South Korean Companies,Energy Minerals,2026-08-28 06:00:00,6,1,0,1,0,0,0,0,1,0,192995929260.0
KR,All South Korean Companies,Finance,2026-08-28 06:00:00,68,5,3,4,78,5,0,3,20,0,1322552229448.0
KR,All South Korean Companies,Health Services,2026-08-28 06:00:00,3,3,0,1,2,0,0,1,0,0,14854642955.0
KR,All South Korean Companies,Health Technology,2026-08-28 06:00:00,134,20,13,11,89,14,5,6,17,0,1086305132286.0
KR,All South Korean Companies,Industrial Services,2026-08-28 06:00:00,22,2,0,3,20,4,0,1,2,0,233659564277.0
KR,All South Korean Companies,Miscellaneous,2026-08-28 06:00:00,1,1,0,0,5,2,0,0,0,0,39333961469.0
KR,All South Korean Companies,Non-Energy Minerals,2026-08-28 06:00:00,50,7,0,2,40,3,1,0,5,0,209193973556.0
KR,All South Korean Companies,Process Industries,2026-08-28 06:00:00,108,13,8,8,74,5,1,3,9,0,394531256861.0
KR,All South Korean Companies,Producer Manufacturing,2026-08-28 06:00:00,140,21,6,8,203,44,7,5,26,0,2871161420231.0
KR,All South Korean Companies,Retail Trade,2026-08-28 06:00:00,19,3,0,3,12,1,1,0,2,0,250186761153.0
KR,All South Korean Companies,Technology Services,2026-08-28 06:00:00,116,17,10,9,66,10,3,4,7,0,843035961336.0
KR,All South Korean Companies,Transportation,2026-08-28 06:00:00,27,0,0,0,6,0,0,0,3,0,142307837092.0
KR,All South Korean Companies,Utilities,2026-08-28 06:00:00,11,0,0,0,9,1,0,0,2,0,169982499633.0
KR,KOSPI Composite Index,Commercial Services,2026-08-28 06:00:00,10,1,0,0,2,2,0,0,0,0,50232406940.0
KR,KOSPI Composite Index,Communications,2026-08-28 06:00:00,3,0,0,0,2,0,0,0,0,0,125515055450.0
KR,KOSPI Composite Index,Consumer Durables,2026-08-28 06:00:00,14,1,1,3,7,2,0,1,3,0,1179980100494.0
KR,KOSPI Composite Index,Consumer Non-Durables,2026-08-28 06:00:00,46,9,8,3,10,0,0,0,4,0,647231712213.0
KR,KOSPI Composite Index,Consumer Services,2026-08-28 06:00:00,15,1,0,1,4,0,0,0,1,0,35567584476.0
KR,KOSPI Composite Index,Distribution Services,2026-08-28 06:00:00,7,0,1,0,7,0,0,0,1,0,40435718328.0
KR,KOSPI Composite Index,Electronic Technology,2026-08-28 06:00:00,18,4,1,2,20,10,1,0,1,0,8826223731741.0
KR,KOSPI Composite Index,Energy Minerals,2026-08-28 06:00:00,5,1,0,1,0,0,0,0,0,0,191275643980.0
KR,KOSPI Composite Index,Finance,2026-08-28 06:00:00,39,3,0,3,24,4,0,2,4,0,1101843047827.0
KR,KOSPI Composite Index,Health Technology,2026-08-28 06:00:00,41,2,2,1,10,1,0,1,1,0,382380525435.0
KR,KOSPI Composite Index,Industrial Services,2026-08-28 06:00:00,11,0,0,0,11,2,0,0,1,0,203707950923.0
KR,KOSPI Composite Index,Miscellaneous,2026-08-28 06:00:00,2,0,0,0,0,1,0,0,0,0,45554666150.0
KR,KOSPI Composite Index,Non-Energy Minerals,2026-08-28 06:00:00,33,6,0,1,22,2,1,0,2,0,160952646056.0
KR,KOSPI Composite Index,Process Industries,2026-08-28 06:00:00,58,9,6,4,30,2,1,1,4,0,273980934050.0
KR,KOSPI Composite Index,Producer Manufacturing,2026-08-28 06:00:00,46,4,1,2,59,12,1,0,8,0,1951323051627.0
KR,KOSPI Composite Index,Retail Trade,2026-08-28 06:00:00,7,2,0,0,7,1,1,0,2,0,127658914156.0
KR,KOSPI Composite Index,Technology Services,2026-08-28 06:00:00,13,0,1,0,7,0,0,0,1,0,410110280722.0
KR,KOSPI Composite Index,Transportation,2026-08-28 06:00:00,21,0,0,0,5,0,0,0,2,0,141663010892.0
KR,KOSPI Composite Index,Utilities,2026-08-28 06:00:00,8,0,0,0,6,1,0,0,2,0,165415315335.0
TW,All Taiwan Companies,Commercial Services,2026-08-28 06:00:00,23,3,2,4,20,2,0,0,5,0,23288459301.35
TW,All Taiwan Companies,Communications,2026-08-28 06:00:00,2,0,0,0,2,1,0,0,3,0,3216040641.5
TW,All Taiwan Companies,Consumer Durables,2026-08-28 06:00:00,32,3,1,2,64,5,0,3,15,0,13810573092.1
TW,All Taiwan Companies,Consumer Non-Durables,2026-08-28 06:00:00,14,1,1,0,37,1,0,0,11,0,1345756954.68
TW,All Taiwan Companies,Consumer Services,2026-08-28 06:00:00,23,1,2,0,38,3,0,0,12,0,418278758.46
TW,All Taiwan Companies,Distribution Services,2026-08-28 06:00:00,18,2,0,1,37,4,1,2,16,0,9324404839.65
TW,All Taiwan Companies,Electronic Technology,2026-08-28 06:00:00,237,36,18,33,314,37,6,5,56,0,923484666901.61
TW,All Taiwan Companies,Energy Minerals,2026-08-28 06:00:00,1,0,0,0,3,0,0,0,0,0,721490085.65
TW,All Taiwan Companies,Finance,2026-08-28 06:00:00,33,5,0,0,37,4,0,0,13,0,22293836531.93
TW,All Taiwan Companies,Health Services,2026-08-28 06:00:00,4,2,0,1,4,0,0,0,1,0,39272068.72
TW,All Taiwan Companies,Health Technology,2026-08-28 06:00:00,38,4,1,7,94,15,2,3,25,0,13432047643.75
TW,All Taiwan Companies,Industrial Services,2026-08-28 06:00:00,17,2,0,0,39,6,0,0,7,0,4981825062.39
TW,All Taiwan Companies,Miscellaneous,2026-08-28 06:00:00,1,0,0,0,0,0,0,0,0,0,231414.15
TW,All Taiwan Companies,Non-Energy Minerals,2026-08-28 06:00:00,7,0,2,2,43,1,1,0,6,0,27206418479.1
TW,All Taiwan Companies,Process Industries,2026-08-28 06:00:00,61,4,2,4,88,7,1,1,18,0,64616735314.29
TW,All Taiwan Companies,Producer Manufacturing,2026-08-28 06:00:00,95,17,6,16,161,15,5,2,25,0,154368539869.44
