Market,MarketName,Sector,Fetch_Time,up_0_3,up_3_5,up_5_7,up_7_plus,down_0_3,down_3_5,down_5_7,down_7_plus,unchanged,no_trade,total_turnover
JP,Japan 225 Index,Commercial Services,2026-08-16 22:00:00,3,1,0,0,1,1,0,0,0,0,58286131000.0
JP,Japan 225 Index,Communications,2026-08-16 22:00:00,3,0,0,0,0,0,0,0,0,0,88221145370.0
JP,Japan 225 Index,Consumer Durables,2026-08-16 22:00:00,16,3,1,0,3,0,0,0,0,0,502064943720.0
JP,Japan 225 Index,Consumer Non-Durables,2026-08-16 22:00:00,8,2,0,0,2,0,0,0,0,0,140369918600.0
JP,Japan 225 Index,Consumer Services,2026-08-16 22:00:00,1,0,0,0,1,0,0,0,0,0,20475120450.0
JP,Japan 225 Index,Distribution Services,2026-08-16 22:00:00,3,0,0,0,2,0,0,0,0,0,119340043850.0
JP,Japan 225 Index,Electronic Technology,2026-08-16 22:00:00,11,1,2,0,4,2,0,0,0,0,4067312686400.0
JP,Japan 225 Index,Energy Minerals,2026-08-16 22:00:00,3,0,0,0,0,0,0,0,0,0,30553080650.0
JP,Japan 225 Index,Finance,2026-08-16 22:00:00,8,0,0,0,19,0,0,0,1,0,603930524750.0
JP,Japan 225 Index,Health Technology,2026-08-16 22:00:00,8,0,0,0,2,2,0,0,0,0,186069432050.0
JP,Japan 225 Index,Industrial Services,2026-08-16 22:00:00,4,0,0,0,2,0,0,0,0,0,31050519100.0
JP,Japan 225 Index,Miscellaneous,2026-08-16 22:00:00,1,0,0,0,0,0,0,0,0,0,238690749000.0
JP,Japan 225 Index,Non-Energy Minerals,2026-08-16 22:00:00,2,0,0,0,6,0,0,0,0,0,135398509790.0
JP,Japan 225 Index,Process Industries,2026-08-16 22:00:00,7,0,0,0,11,1,0,0,0,0,192158430590.0
JP,Japan 225 Index,Producer Manufacturing,2026-08-16 22:00:00,13,1,0,0,20,0,0,0,0,0,1367212072870.0
JP,Japan 225 Index,Retail Trade,2026-08-16 22:00:00,7,0,0,0,4,1,0,0,0,0,210780503560.0
JP,Japan 225 Index,Technology Services,2026-08-16 22:00:00,4,2,2,2,1,0,0,1,0,0,264418925740.0
JP,Japan 225 Index,Transportation,2026-08-16 22:00:00,8,3,0,0,3,0,0,0,0,0,123688708750.0
JP,Japan 225 Index,Utilities,2026-08-16 22:00:00,2,0,0,0,3,0,0,0,0,0,44515223620.0
JP,All Japanese companies,Commercial Services,2026-08-16 22:00:00,186,21,9,7,77,8,2,3,26,0,117841993090.0
JP,All Japanese companies,Communications,2026-08-16 22:00:00,12,1,2,1,5,1,0,0,0,0,93009395370.0
JP,All Japanese companies,Consumer Durables,2026-08-16 22:00:00,87,7,3,1,25,1,0,0,8,0,553738297220.0
JP,All Japanese companies,Consumer Non-Durables,2026-08-16 22:00:00,121,6,1,2,42,2,0,0,14,0,356142904350.0
JP,All Japanese companies,Consumer Services,2026-08-16 22:00:00,120,9,0,1,76,6,1,1,23,0,121090854700.0
JP,All Japanese companies,Distribution Services,2026-08-16 22:00:00,135,9,4,1,57,1,1,1,14,0,182223175550.0
JP,All Japanese companies,Electronic Technology,2026-08-16 22:00:00,112,12,5,5,59,11,1,1,9,0,4295691314900.0
JP,All Japanese companies,Energy Minerals,2026-08-16 22:00:00,7,1,0,0,0,0,0,0,0,0,36030659350.0
JP,All Japanese companies,Finance,2026-08-16 22:00:00,202,18,3,5,116,4,0,2,26,0,874321683570.0
JP,All Japanese companies,Government,2026-08-16 22:00:00,0,0,0,0,0,1,0,0,0,0,4400000.0
JP,All Japanese companies,Health Services,2026-08-16 22:00:00,17,0,1,0,13,0,0,1,2,0,1721256000.0
JP,All Japanese companies,Health Technology,2026-08-16 22:00:00,66,7,4,1,39,5,0,0,8,0,267181574850.0
JP,All Japanese companies,Industrial Services,2026-08-16 22:00:00,97,9,1,1,41,2,1,0,7,0,100203322200.0
JP,All Japanese companies,Miscellaneous,2026-08-16 22:00:00,3,0,0,0,1,0,0,0,0,0,239525632900.0
JP,All Japanese companies,Non-Energy Minerals,2026-08-16 22:00:00,49,5,2,1,29,0,0,0,3,0,219373655490.0
JP,All Japanese companies,Process Industries,2026-08-16 22:00:00,132,9,1,5,83,6,0,1,13,0,416541146040.0
JP,All Japanese companies,Producer Manufacturing,2026-08-16 22:00:00,291,26,4,5,138,12,1,1,24,0,1819877366300.0
JP,All Japanese companies,Retail Trade,2026-08-16 22:00:00,136,8,5,2,49,3,0,2,26,0,336401489430.0
JP,All Japanese companies,Technology Services,2026-08-16 22:00:00,275,73,21,38,124,18,8,10,24,0,480226240953.0
JP,All Japanese companies,Transportation,2026-08-16 22:00:00,61,6,1,1,30,2,1,0,8,0,160275654700.0
JP,All Japanese companies,Utilities,2026-08-16 22:00:00,21,0,0,0,7,1,1,1,1,0,77868797030.0
KR,All South Korean Companies,Commercial Services,2026-08-16 22:00:00,49,12,2,5,23,6,0,1,6,0,157423979515.0
KR,All South Korean Companies,Communications,2026-08-16 22:00:00,5,1,2,1,4,0,0,1,0,0,367182843599.0
KR,All South Korean Companies,Consumer Durables,2026-08-16 22:00:00,32,7,6,3,24,0,2,3,3,0,1648485094673.0
KR,All South Korean Companies,Consumer Non-Durables,2026-08-16 22:00:00,63,18,4,10,49,7,0,2,4,0,904754519030.0
KR,All South Korean Companies,Consumer Services,2026-08-16 22:00:00,34,3,2,4,20,4,2,1,5,0,103094150936.67
KR,All South Korean Companies,Distribution Services,2026-08-16 22:00:00,28,4,0,4,15,3,2,1,3,0,146456311768.0
KR,All South Korean Companies,Electronic Technology,2026-08-16 22:00:00,157,31,12,24,129,40,5,11,13,0,18415302492455.0
KR,All South Korean Companies,Energy Minerals,2026-08-16 22:00:00,3,2,1,0,2,0,0,1,0,0,158059131050.0
KR,All South Korean Companies,Finance,2026-08-16 22:00:00,95,15,10,3,36,3,0,1,24,0,2115326625358.0
KR,All South Korean Companies,Health Services,2026-08-16 22:00:00,4,0,0,0,4,0,1,1,0,0,18414486540.0
KR,All South Korean Companies,Health Technology,2026-08-16 22:00:00,103,17,6,12,132,13,8,6,15,0,1117697584844.0
KR,All South Korean Companies,Industrial Services,2026-08-16 22:00:00,22,4,0,4,19,4,0,1,1,0,268857359458.0
KR,All South Korean Companies,Miscellaneous,2026-08-16 22:00:00,3,0,0,1,2,1,0,0,1,0,6447938851.0
KR,All South Korean Companies,Non-Energy Minerals,2026-08-16 22:00:00,55,9,3,4,23,3,2,6,3,0,280391805618.0
KR,All South Korean Companies,Process Industries,2026-08-16 22:00:00,121,16,4,9,51,11,5,3,8,0,561730380121.0
KR,All South Korean Companies,Producer Manufacturing,2026-08-16 22:00:00,205,36,20,29,119,28,9,9,8,0,5537886231289.0
KR,All South Korean Companies,Retail Trade,2026-08-16 22:00:00,15,5,2,4,9,1,1,1,3,0,326936478348.0
KR,All South Korean Companies,Technology Services,2026-08-16 22:00:00,99,13,10,13,76,11,4,5,7,0,966132332773.0
KR,All South Korean Companies,Transportation,2026-08-16 22:00:00,28,5,2,0,2,0,0,0,0,0,146865781653.0
KR,All South Korean Companies,Utilities,2026-08-16 22:00:00,12,3,0,1,5,1,0,0,1,0,319876282670.0
KR,KOSPI Composite Index,Commercial Services,2026-08-16 22:00:00,11,1,1,0,1,0,0,0,1,0,80199017837.0
KR,KOSPI Composite Index,Communications,2026-08-16 22:00:00,3,0,0,1,1,0,0,1,0,0,360119356255.0
KR,KOSPI Composite Index,Consumer Durables,2026-08-16 22:00:00,13,3,3,2,7,0,1,1,2,0,1550365100383.0
