Market,MarketName,Sector,Fetch_Time,up_0_3,up_3_5,up_5_7,up_7_plus,down_0_3,down_3_5,down_5_7,down_7_plus,unchanged,no_trade,total_turnover
JP,Japan 225 Index,Commercial Services,2026-07-28 23:00:00,4,0,0,0,0,0,2,0,0,0,58869177400.0
JP,Japan 225 Index,Communications,2026-07-28 23:00:00,3,0,0,0,0,1,0,0,0,0,398677440680.0
JP,Japan 225 Index,Consumer Durables,2026-07-28 23:00:00,14,1,0,0,6,0,0,2,0,0,450399110050.0
JP,Japan 225 Index,Consumer Non-Durables,2026-07-28 23:00:00,9,0,0,0,2,1,0,0,0,0,135611946200.0
JP,Japan 225 Index,Consumer Services,2026-07-28 23:00:00,1,1,0,0,0,0,0,0,0,0,34016372200.0
JP,Japan 225 Index,Distribution Services,2026-07-28 23:00:00,1,0,0,0,3,1,0,0,0,0,133401724600.0
JP,Japan 225 Index,Electronic Technology,2026-07-28 23:00:00,1,0,0,0,4,3,3,9,0,0,3074111413100.0
JP,Japan 225 Index,Energy Minerals,2026-07-28 23:00:00,0,0,0,0,3,0,0,0,0,0,28985784700.0
JP,Japan 225 Index,Finance,2026-07-28 23:00:00,6,0,0,0,14,7,1,0,0,0,742966805300.0
JP,Japan 225 Index,Health Technology,2026-07-28 23:00:00,6,0,0,0,5,1,0,0,0,0,176985044850.0
JP,Japan 225 Index,Industrial Services,2026-07-28 23:00:00,0,0,0,0,4,2,0,0,0,0,30518595550.0
JP,Japan 225 Index,Non-Energy Minerals,2026-07-28 23:00:00,2,0,0,0,3,1,1,1,0,0,135073912200.0
JP,Japan 225 Index,Process Industries,2026-07-28 23:00:00,2,1,0,0,5,8,2,1,0,0,245279304690.0
JP,Japan 225 Index,Producer Manufacturing,2026-07-28 23:00:00,1,0,0,0,6,11,4,12,0,0,1196148381940.0
JP,Japan 225 Index,Retail Trade,2026-07-28 23:00:00,4,5,0,0,3,0,0,0,0,0,229665078980.0
JP,Japan 225 Index,Technology Services,2026-07-28 23:00:00,8,2,1,1,0,0,0,0,0,0,248830744050.0
JP,Japan 225 Index,Transportation,2026-07-28 23:00:00,10,0,0,0,3,1,0,0,0,0,113270013820.0
JP,Japan 225 Index,Utilities,2026-07-28 23:00:00,0,0,0,0,4,1,0,0,0,0,61606426380.0
JP,All Japanese companies,Commercial Services,2026-07-28 23:00:00,89,1,3,3,191,16,6,3,30,2,101082597600.0
JP,All Japanese companies,Communications,2026-07-28 23:00:00,10,2,0,0,9,2,0,0,0,0,403843992180.0
JP,All Japanese companies,Consumer Durables,2026-07-28 23:00:00,47,2,1,0,66,5,0,4,8,0,498735614550.0
JP,All Japanese companies,Consumer Non-Durables,2026-07-28 23:00:00,89,2,0,0,73,8,0,1,15,0,218744394750.0
JP,All Japanese companies,Consumer Services,2026-07-28 23:00:00,100,2,0,0,94,9,1,0,31,0,134778304800.0
JP,All Japanese companies,Distribution Services,2026-07-28 23:00:00,62,6,0,1,115,19,4,4,14,0,195023172550.0
JP,All Japanese companies,Electronic Technology,2026-07-28 23:00:00,15,0,1,0,78,45,22,48,7,0,3277499691600.0
JP,All Japanese companies,Energy Minerals,2026-07-28 23:00:00,1,0,0,0,6,1,0,0,0,0,33331512000.0
JP,All Japanese companies,Finance,2026-07-28 23:00:00,97,3,0,2,186,57,2,4,27,0,999018308850.0
JP,All Japanese companies,Government,2026-07-28 23:00:00,0,0,0,0,0,0,0,0,1,0,2215000.0
JP,All Japanese companies,Health Services,2026-07-28 23:00:00,8,1,0,0,19,3,0,0,3,0,1621630600.0
JP,All Japanese companies,Health Technology,2026-07-28 23:00:00,23,1,0,0,68,23,4,3,8,0,249446287030.0
JP,All Japanese companies,Industrial Services,2026-07-28 23:00:00,20,1,0,0,100,21,4,3,9,1,100624997800.0
JP,All Japanese companies,Miscellaneous,2026-07-28 23:00:00,1,1,0,0,1,0,0,0,0,0,705698700.0
JP,All Japanese companies,Non-Energy Minerals,2026-07-28 23:00:00,16,1,0,0,49,10,2,2,9,0,221608195500.0
JP,All Japanese companies,Process Industries,2026-07-28 23:00:00,44,2,1,0,119,37,16,22,10,0,384023452690.0
