Market,MarketName,Sector,Fetch_Time,up_0_3,up_3_5,up_5_7,up_7_plus,down_0_3,down_3_5,down_5_7,down_7_plus,unchanged,no_trade,total_turnover
JP,Japan 225 Index,Commercial Services,2026-08-21 22:00:00,3,0,0,0,3,0,0,0,0,0,31645377900.0
JP,Japan 225 Index,Communications,2026-08-21 22:00:00,3,0,0,0,0,0,0,0,0,0,115178218010.0
JP,Japan 225 Index,Consumer Durables,2026-08-21 22:00:00,15,0,0,0,7,0,0,0,1,0,360067334710.0
JP,Japan 225 Index,Consumer Non-Durables,2026-08-21 22:00:00,10,0,0,0,1,1,0,0,0,0,99274783900.0
JP,Japan 225 Index,Consumer Services,2026-08-21 22:00:00,1,0,0,0,1,0,0,0,0,0,18386957950.0
JP,Japan 225 Index,Distribution Services,2026-08-21 22:00:00,4,1,0,0,0,0,0,0,0,0,101500515500.0
JP,Japan 225 Index,Electronic Technology,2026-08-21 22:00:00,11,0,0,0,8,1,0,0,0,0,3116619739200.0
JP,Japan 225 Index,Energy Minerals,2026-08-21 22:00:00,3,0,0,0,0,0,0,0,0,0,32889990400.0
JP,Japan 225 Index,Finance,2026-08-21 22:00:00,25,1,0,0,2,0,0,0,0,0,451833228550.0
JP,Japan 225 Index,Health Technology,2026-08-21 22:00:00,0,0,0,0,10,2,0,0,0,0,133441632800.0
JP,Japan 225 Index,Industrial Services,2026-08-21 22:00:00,1,0,0,0,4,0,0,0,1,0,29110957100.0
JP,Japan 225 Index,Miscellaneous,2026-08-21 22:00:00,0,0,0,0,1,0,0,0,0,0,151479579000.0
JP,Japan 225 Index,Non-Energy Minerals,2026-08-21 22:00:00,4,1,0,0,3,0,0,0,0,0,125930912670.0
JP,Japan 225 Index,Process Industries,2026-08-21 22:00:00,12,0,0,1,5,0,0,0,1,0,152748653120.0
JP,Japan 225 Index,Producer Manufacturing,2026-08-21 22:00:00,11,1,0,0,19,3,0,0,0,0,1109201074420.0
JP,Japan 225 Index,Retail Trade,2026-08-21 22:00:00,6,0,0,0,4,1,0,0,1,0,163194341640.0
JP,Japan 225 Index,Technology Services,2026-08-21 22:00:00,3,0,0,0,7,2,0,0,0,0,158439221430.0
JP,Japan 225 Index,Transportation,2026-08-21 22:00:00,10,2,0,1,1,0,0,0,0,0,170562214660.0
JP,Japan 225 Index,Utilities,2026-08-21 22:00:00,4,1,0,0,0,0,0,0,0,0,63809992110.0
JP,All Japanese companies,Commercial Services,2026-08-21 22:00:00,157,10,5,1,130,10,1,2,23,0,75543228200.0
JP,All Japanese companies,Communications,2026-08-21 22:00:00,11,0,0,0,7,1,0,0,3,0,120744068210.0
JP,All Japanese companies,Consumer Durables,2026-08-21 22:00:00,79,5,1,0,36,3,1,0,7,0,410865142060.0
JP,All Japanese companies,Consumer Non-Durables,2026-08-21 22:00:00,104,2,0,1,64,2,0,0,15,0,195601503200.0
JP,All Japanese companies,Consumer Services,2026-08-21 22:00:00,107,3,1,2,85,2,1,0,35,0,102511824700.0
