Market,MarketName,Sector,Fetch_Time,up_0_3,up_3_5,up_5_7,up_7_plus,down_0_3,down_3_5,down_5_7,down_7_plus,unchanged,no_trade,total_turnover
JP,Japan 225 Index,Commercial Services,2026-06-29 23:00:00,3,1,0,1,1,0,0,0,0,0,56339354600.0
JP,Japan 225 Index,Communications,2026-06-29 23:00:00,3,0,0,0,0,0,1,0,0,0,470501654860.0
JP,Japan 225 Index,Consumer Durables,2026-06-29 23:00:00,10,3,1,0,7,2,0,0,0,0,536248471940.0
JP,Japan 225 Index,Consumer Non-Durables,2026-06-29 23:00:00,7,0,0,0,5,0,0,0,0,0,142096100650.0
JP,Japan 225 Index,Consumer Services,2026-06-29 23:00:00,1,1,0,0,0,0,0,0,0,0,23477800750.0
JP,Japan 225 Index,Distribution Services,2026-06-29 23:00:00,4,0,0,0,1,0,0,0,0,0,167968951400.0
JP,Japan 225 Index,Electronic Technology,2026-06-29 23:00:00,8,1,0,1,9,1,0,0,0,0,5568812801450.0
JP,Japan 225 Index,Energy Minerals,2026-06-29 23:00:00,0,0,0,0,3,0,0,0,0,0,35653473550.0
JP,Japan 225 Index,Finance,2026-06-29 23:00:00,17,2,0,0,9,0,0,0,0,0,631258669450.0
JP,Japan 225 Index,Health Technology,2026-06-29 23:00:00,10,1,1,0,0,0,0,0,0,0,203507110450.0
JP,Japan 225 Index,Industrial Services,2026-06-29 23:00:00,6,0,0,0,0,0,0,0,0,0,36137281200.0
JP,Japan 225 Index,Non-Energy Minerals,2026-06-29 23:00:00,3,0,0,0,5,0,0,0,0,0,163202578470.0
JP,Japan 225 Index,Process Industries,2026-06-29 23:00:00,8,2,0,0,8,0,0,0,1,0,208225491500.0
JP,Japan 225 Index,Producer Manufacturing,2026-06-29 23:00:00,16,0,0,0,17,1,0,0,0,0,1412842727920.0
JP,Japan 225 Index,Retail Trade,2026-06-29 23:00:00,7,1,3,0,1,0,0,0,0,0,201681776740.0
JP,Japan 225 Index,Technology Services,2026-06-29 23:00:00,4,4,2,2,0,0,0,0,0,0,183649114230.0
JP,Japan 225 Index,Transportation,2026-06-29 23:00:00,10,0,0,0,4,0,0,0,0,0,110729370870.0
JP,Japan 225 Index,Utilities,2026-06-29 23:00:00,5,0,0,0,0,0,0,0,0,0,50713144600.0
JP,All Japanese companies,Commercial Services,2026-06-29 23:00:00,186,38,8,8,60,7,6,4,26,0,102515217350.0
JP,All Japanese companies,Communications,2026-06-29 23:00:00,14,1,1,1,1,1,2,1,1,0,475304043060.0
JP,All Japanese companies,Consumer Durables,2026-06-29 23:00:00,71,7,2,0,35,8,1,2,6,0,584153042890.0
JP,All Japanese companies,Consumer Non-Durables,2026-06-29 23:00:00,128,5,1,2,43,1,1,2,4,0,243877440000.0
JP,All Japanese companies,Consumer Services,2026-06-29 23:00:00,130,36,11,3,30,5,0,4,17,0,162901129950.0
JP,All Japanese companies,Distribution Services,2026-06-29 23:00:00,131,14,1,1,54,5,4,0,15,0,225016586500.0
JP,All Japanese companies,Electronic Technology,2026-06-29 23:00:00,79,17,3,2,76,12,13,4,11,0,5813403385350.0
JP,All Japanese companies,Energy Minerals,2026-06-29 23:00:00,1,0,0,0,5,0,0,0,2,0,42042118550.0
JP,All Japanese companies,Finance,2026-06-29 23:00:00,205,26,4,4,101,9,3,8,18,1,892254275000.0
JP,All Japanese companies,Government,2026-06-29 23:00:00,0,0,0,0,1,0,0,0,0,0,2260000.0
JP,All Japanese companies,Health Services,2026-06-29 23:00:00,22,2,1,1,5,1,1,0,1,0,2329488800.0
JP,All Japanese companies,Health Technology,2026-06-29 23:00:00,64,22,5,10,18,4,2,0,4,0,279319379100.0
JP,All Japanese companies,Industrial Services,2026-06-29 23:00:00,102,7,2,1,39,0,0,3,4,0,98828738000.0
JP,All Japanese companies,Miscellaneous,2026-06-29 23:00:00,2,0,0,0,1,0,0,0,0,0,760726000.0
JP,All Japanese companies,Non-Energy Minerals,2026-06-29 23:00:00,42,3,2,0,37,1,0,0,4,0,316244208470.0
JP,All Japanese companies,Process Industries,2026-06-29 23:00:00,116,11,3,6,93,6,1,3,13,0,409861285250.0
JP,All Japanese companies,Producer Manufacturing,2026-06-29 23:00:00,235,20,1,6,194,25,5,2,18,0,1830615868250.0
JP,All Japanese companies,Retail Trade,2026-06-29 23:00:00,126,17,7,2,42,6,1,2,27,0,328666720380.0
JP,All Japanese companies,Technology Services,2026-06-29 23:00:00,273,88,32,37,91,16,4,10,37,0,333733679650.0
JP,All Japanese companies,Transportation,2026-06-29 23:00:00,72,3,3,1,24,0,1,0,6,0,153274374170.0
JP,All Japanese companies,Unknown,2026-06-29 23:00:00,0,0,0,0,0,0,0,0,0,1,255000.0
JP,All Japanese companies,Utilities,2026-06-29 23:00:00,24,1,0,1,5,0,0,0,1,0,79548362200.0
KR,All South Korean Companies,Commercial Services,2026-06-29 23:00:00,11,27,12,40,8,2,1,1,2,0,204598171531.0
KR,All South Korean Companies,Communications,2026-06-29 23:00:00,3,1,2,6,1,1,0,0,0,0,146968415812.0
KR,All South Korean Companies,Consumer Durables,2026-06-29 23:00:00,12,17,12,32,5,1,0,1,1,0,1579053198758.0
KR,All South Korean Companies,Consumer Non-Durables,2026-06-29 23:00:00,24,39,34,42,8,4,0,3,4,0,620255049853.0
KR,All South Korean Companies,Consumer Services,2026-06-29 23:00:00,11,12,13,25,5,2,0,2,2,0,156202256967.0
KR,All South Korean Companies,Distribution Services,2026-06-29 23:00:00,8,9,14,22,4,2,0,2,0,0,113565455821.0
KR,All South Korean Companies,Electronic Technology,2026-06-29 23:00:00,68,49,67,187,29,6,5,7,9,0,30185452079490.0
KR,All South Korean Companies,Energy Minerals,2026-06-29 23:00:00,4,0,1,4,0,0,0,0,0,0,107200562575.0
KR,All South Korean Companies,Finance,2026-06-29 23:00:00,67,20,24,32,24,5,1,0,17,0,3833285191145.0
KR,All South Korean Companies,Health Services,2026-06-29 23:00:00,1,2,2,4,0,0,0,0,1,0,23514289730.0
KR,All South Korean Companies,Health Technology,2026-06-29 23:00:00,25,30,46,179,12,5,3,8,5,0,2307610914732.0
KR,All South Korean Companies,Industrial Services,2026-06-29 23:00:00,4,3,10,34,4,1,0,0,0,0,647779543252.0
