Market,MarketName,Sector,Fetch_Time,up_0_3,up_3_5,up_5_7,up_7_plus,down_0_3,down_3_5,down_5_7,down_7_plus,unchanged,no_trade,total_turnover
JP,Japan 225 Index,Commercial Services,2026-08-18 22:00:00,1,0,0,0,4,1,0,0,0,0,36415406200.0
JP,Japan 225 Index,Communications,2026-08-18 22:00:00,1,0,0,0,2,0,0,0,0,0,65747217360.0
JP,Japan 225 Index,Consumer Durables,2026-08-18 22:00:00,9,0,0,0,12,2,0,0,0,0,340786305140.0
JP,Japan 225 Index,Consumer Non-Durables,2026-08-18 22:00:00,4,0,0,0,6,1,0,0,1,0,131016355300.0
JP,Japan 225 Index,Consumer Services,2026-08-18 22:00:00,1,0,0,0,0,0,0,0,1,0,19767039200.0
JP,Japan 225 Index,Distribution Services,2026-08-18 22:00:00,3,0,0,0,2,0,0,0,0,0,86913843250.0
JP,Japan 225 Index,Electronic Technology,2026-08-18 22:00:00,0,0,0,0,8,6,3,3,0,0,4264968106800.0
JP,Japan 225 Index,Energy Minerals,2026-08-18 22:00:00,1,2,0,0,0,0,0,0,0,0,32207450050.0
JP,Japan 225 Index,Finance,2026-08-18 22:00:00,10,0,0,0,18,0,0,0,0,0,509935031800.0
JP,Japan 225 Index,Health Technology,2026-08-18 22:00:00,7,1,0,0,4,0,0,0,0,0,142660044950.0
JP,Japan 225 Index,Industrial Services,2026-08-18 22:00:00,1,0,0,0,5,0,0,0,0,0,25620901850.0
JP,Japan 225 Index,Miscellaneous,2026-08-18 22:00:00,0,0,0,0,1,0,0,0,0,0,314167623000.0
JP,Japan 225 Index,Non-Energy Minerals,2026-08-18 22:00:00,4,1,0,0,2,1,0,0,0,0,146013185760.0
JP,Japan 225 Index,Process Industries,2026-08-18 22:00:00,7,0,0,0,10,1,0,0,1,0,160426162230.0
JP,Japan 225 Index,Producer Manufacturing,2026-08-18 22:00:00,8,0,0,0,14,6,6,0,0,0,1521661083600.0
JP,Japan 225 Index,Retail Trade,2026-08-18 22:00:00,3,0,0,0,9,0,0,0,0,0,174909797870.0
JP,Japan 225 Index,Technology Services,2026-08-18 22:00:00,1,1,0,0,10,0,0,0,0,0,183462871870.0
JP,Japan 225 Index,Transportation,2026-08-18 22:00:00,7,2,0,0,5,0,0,0,0,0,136433018000.0
JP,Japan 225 Index,Utilities,2026-08-18 22:00:00,5,0,0,0,0,0,0,0,0,0,38232133150.0
JP,All Japanese companies,Commercial Services,2026-08-18 22:00:00,124,9,2,4,156,13,2,2,27,0,86609814350.0
JP,All Japanese companies,Communications,2026-08-18 22:00:00,10,0,0,0,8,2,0,0,2,0,70021951260.0
JP,All Japanese companies,Consumer Durables,2026-08-18 22:00:00,44,0,1,0,68,6,0,0,13,0,392331358690.0
JP,All Japanese companies,Consumer Non-Durables,2026-08-18 22:00:00,77,1,1,0,80,7,0,0,22,0,217620480910.0
JP,All Japanese companies,Consumer Services,2026-08-18 22:00:00,108,1,1,1,100,2,0,0,24,0,106911019800.0
JP,All Japanese companies,Distribution Services,2026-08-18 22:00:00,87,6,1,4,100,8,1,0,17,0,144933176900.0
JP,All Japanese companies,Electronic Technology,2026-08-18 22:00:00,28,2,2,2,121,35,11,4,10,0,4514405127550.0
JP,All Japanese companies,Energy Minerals,2026-08-18 22:00:00,4,3,0,0,0,0,0,0,1,0,39370836150.0
JP,All Japanese companies,Finance,2026-08-18 22:00:00,139,12,3,3,182,7,2,0,28,0,753784056710.0
JP,All Japanese companies,Government,2026-08-18 22:00:00,0,0,0,0,0,0,0,0,1,0,4420000.0
JP,All Japanese companies,Health Services,2026-08-18 22:00:00,14,0,0,0,17,1,0,0,2,0,1453302800.0
JP,All Japanese companies,Health Technology,2026-08-18 22:00:00,48,5,3,1,52,6,2,1,12,0,223574410400.0
JP,All Japanese companies,Industrial Services,2026-08-18 22:00:00,44,0,2,1,98,2,2,0,10,0,85278672250.0
JP,All Japanese companies,Miscellaneous,2026-08-18 22:00:00,0,0,0,0,4,0,0,0,0,0,314857421200.0
JP,All Japanese companies,Non-Energy Minerals,2026-08-18 22:00:00,40,4,0,0,32,5,0,0,8,0,253209157060.0
JP,All Japanese companies,Process Industries,2026-08-18 22:00:00,104,6,0,0,101,13,9,1,16,0,328212701530.0
JP,All Japanese companies,Producer Manufacturing,2026-08-18 22:00:00,160,4,3,3,235,45,20,5,27,0,1907431734700.0
JP,All Japanese companies,Retail Trade,2026-08-18 22:00:00,110,7,0,0,81,7,0,0,25,0,273328317810.0
JP,All Japanese companies,Technology Services,2026-08-18 22:00:00,175,14,7,6,283,44,8,6,47,0,396011110623.0
JP,All Japanese companies,Transportation,2026-08-18 22:00:00,53,6,1,0,43,1,0,0,6,0,171648518750.0
JP,All Japanese companies,Utilities,2026-08-18 22:00:00,21,3,0,0,6,0,1,1,0,0,71129016530.0
KR,All South Korean Companies,Commercial Services,2026-08-18 22:00:00,10,2,0,2,41,17,17,8,7,0,173910484091.0
KR,All South Korean Companies,Communications,2026-08-18 22:00:00,3,0,0,0,6,3,1,1,0,0,246363913008.0
KR,All South Korean Companies,Consumer Durables,2026-08-18 22:00:00,11,4,0,5,25,24,4,5,2,0,1348417245853.0
