Market,MarketName,Sector,Fetch_Time,up_0_3,up_3_5,up_5_7,up_7_plus,down_0_3,down_3_5,down_5_7,down_7_plus,unchanged,no_trade,total_turnover
JP,Japan 225 Index,Commercial Services,2026-07-19 23:00:00,3,0,0,0,2,1,0,0,0,0,54416153000.0
JP,Japan 225 Index,Communications,2026-07-19 23:00:00,3,0,0,0,0,0,0,1,0,0,474244733810.0
JP,Japan 225 Index,Consumer Durables,2026-07-19 23:00:00,7,1,0,0,10,3,1,0,1,0,462725733450.0
JP,Japan 225 Index,Consumer Non-Durables,2026-07-19 23:00:00,10,0,0,0,1,1,0,0,0,0,162947776600.0
JP,Japan 225 Index,Consumer Services,2026-07-19 23:00:00,2,0,0,0,0,0,0,0,0,0,29532730200.0
JP,Japan 225 Index,Distribution Services,2026-07-19 23:00:00,0,0,0,0,4,1,0,0,0,0,131433267800.0
JP,Japan 225 Index,Electronic Technology,2026-07-19 23:00:00,2,0,0,0,4,4,1,9,0,0,4002382151450.0
JP,Japan 225 Index,Energy Minerals,2026-07-19 23:00:00,0,0,0,0,3,0,0,0,0,0,27528695950.0
JP,Japan 225 Index,Finance,2026-07-19 23:00:00,2,0,0,0,13,5,8,0,0,0,774803763550.0
JP,Japan 225 Index,Health Technology,2026-07-19 23:00:00,10,0,0,0,1,1,0,0,0,0,195189279700.0
JP,Japan 225 Index,Industrial Services,2026-07-19 23:00:00,0,0,0,0,3,3,0,0,0,0,34541760350.0
JP,Japan 225 Index,Non-Energy Minerals,2026-07-19 23:00:00,2,0,0,0,3,1,1,1,0,0,130121340550.0
JP,Japan 225 Index,Process Industries,2026-07-19 23:00:00,2,0,1,0,11,3,2,0,0,0,232363586280.0
JP,Japan 225 Index,Producer Manufacturing,2026-07-19 23:00:00,0,0,0,0,7,9,11,7,0,0,1602546964430.0
JP,Japan 225 Index,Retail Trade,2026-07-19 23:00:00,5,1,0,0,5,0,0,0,1,0,239752713170.0
JP,Japan 225 Index,Technology Services,2026-07-19 23:00:00,5,1,0,1,5,0,0,0,0,0,209572569570.0
JP,Japan 225 Index,Transportation,2026-07-19 23:00:00,10,1,0,0,3,0,0,0,0,0,125280103080.0
JP,Japan 225 Index,Utilities,2026-07-19 23:00:00,2,0,0,0,2,0,1,0,0,0,70438894040.0
JP,All Japanese companies,Commercial Services,2026-07-19 23:00:00,75,3,0,3,179,30,13,11,27,1,103297038790.0
JP,All Japanese companies,Communications,2026-07-19 23:00:00,6,0,0,0,11,1,0,2,3,0,478603033310.0
JP,All Japanese companies,Consumer Durables,2026-07-19 23:00:00,28,2,0,0,79,14,2,4,4,0,524638554000.0
JP,All Japanese companies,Consumer Non-Durables,2026-07-19 23:00:00,88,0,1,1,76,6,1,3,12,0,260285549450.0
JP,All Japanese companies,Consumer Services,2026-07-19 23:00:00,76,1,0,1,131,9,5,1,13,0,177650826250.0
JP,All Japanese companies,Distribution Services,2026-07-19 23:00:00,43,1,0,0,135,22,6,2,15,0,190076884500.0
JP,All Japanese companies,Electronic Technology,2026-07-19 23:00:00,11,0,0,1,82,43,29,45,5,1,4268603649650.0
JP,All Japanese companies,Energy Minerals,2026-07-19 23:00:00,1,0,0,0,5,1,0,0,1,0,33736698650.0
JP,All Japanese companies,Finance,2026-07-19 23:00:00,63,2,0,0,178,56,47,16,14,0,1073775651890.0
JP,All Japanese companies,Government,2026-07-19 23:00:00,1,0,0,0,0,0,0,0,0,0,6960000.0
JP,All Japanese companies,Health Services,2026-07-19 23:00:00,7,1,0,0,20,4,0,0,2,0,1382097300.0
JP,All Japanese companies,Health Technology,2026-07-19 23:00:00,33,3,1,0,52,28,7,1,5,0,275145344760.0
JP,All Japanese companies,Industrial Services,2026-07-19 23:00:00,11,0,2,1,103,27,8,2,4,0,104851620450.0
JP,All Japanese companies,Miscellaneous,2026-07-19 23:00:00,1,0,0,1,2,0,0,0,0,0,914678900.0
JP,All Japanese companies,Non-Energy Minerals,2026-07-19 23:00:00,10,0,1,0,59,7,7,3,2,0,258391537450.0
JP,All Japanese companies,Process Industries,2026-07-19 23:00:00,39,1,1,0,133,33,23,13,8,0,389533875130.0
JP,All Japanese companies,Producer Manufacturing,2026-07-19 23:00:00,50,1,0,0,259,74,57,44,18,0,2152198549730.0
JP,All Japanese companies,Retail Trade,2026-07-19 23:00:00,94,2,1,0,95,8,2,6,22,0,349469839480.0
JP,All Japanese companies,Technology Services,2026-07-19 23:00:00,94,10,3,4,322,76,25,31,22,0,422905152529.0
JP,All Japanese companies,Transportation,2026-07-19 23:00:00,49,2,1,0,48,2,2,0,6,0,165548232130.0
JP,All Japanese companies,Unknown,2026-07-19 23:00:00,0,0,0,0,0,0,0,0,0,1,30000.0
JP,All Japanese companies,Utilities,2026-07-19 23:00:00,13,1,0,0,13,2,3,0,0,0,105372677640.0
KR,All South Korean Companies,Commercial Services,2026-07-19 23:00:00,38,4,1,4,32,7,7,6,5,0,115553584673.0
