Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-05-20 23:41:09,49160087850.0,149014216850.0,523051568400.0
JP,Japan 225 Index,Communications,2026-05-20 23:41:09,454490972350.0,1120791484540.0,4895861207280.0
JP,Japan 225 Index,Consumer Durables,2026-05-20 23:41:09,389957828800.0,1218321170840.0,5625257018280.0
JP,Japan 225 Index,Consumer Non-Durables,2026-05-20 23:41:09,120901029300.0,359791303650.0,1563733257150.0
JP,Japan 225 Index,Consumer Services,2026-05-20 23:41:09,18049681050.0,56064834150.0,229409809200.0
JP,Japan 225 Index,Distribution Services,2026-05-20 23:41:09,135498685500.0,374810316600.0,2290139932000.0
JP,Japan 225 Index,Electronic Technology,2026-05-20 23:41:09,2520119308000.0,6851503870550.0,28767194211150.0
JP,Japan 225 Index,Energy Minerals,2026-05-20 23:41:09,42335421800.0,126324274050.0,527931983300.0
JP,Japan 225 Index,Finance,2026-05-20 23:41:09,757109798850.0,2272947739500.0,6694614648250.0
JP,Japan 225 Index,Health Technology,2026-05-20 23:41:09,198876344000.0,557857663350.0,2416533840350.0
JP,Japan 225 Index,Industrial Services,2026-05-20 23:41:09,59635234700.0,169895703150.0,680767331300.0
JP,Japan 225 Index,Non-Energy Minerals,2026-05-20 23:41:09,155529705830.0,522930000160.0,2404094977180.0
JP,Japan 225 Index,Process Industries,2026-05-20 23:41:09,229103107490.0,654366318250.0,3210048086180.0
JP,Japan 225 Index,Producer Manufacturing,2026-05-20 23:41:09,1904401753210.0,5272932808400.0,19234500315660.0
JP,Japan 225 Index,Retail Trade,2026-05-20 23:41:09,183519684150.0,529748456680.0,2107509442730.0
JP,Japan 225 Index,Technology Services,2026-05-20 23:41:09,221267980890.0,871332411660.0,2607883391770.0
JP,Japan 225 Index,Transportation,2026-05-20 23:41:09,109870480070.0,312940117390.0,1384136437270.0
JP,Japan 225 Index,Utilities,2026-05-20 23:41:09,62080849960.0,178955003610.0,716921314940.0
JP,All Japanese companies,Commercial Services,2026-05-20 23:41:09,103484758350.0,326188435950.0,1139367287600.0
JP,All Japanese companies,Communications,2026-05-20 23:41:09,459547183050.0,1137372600940.0,4961914071080.0
