Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-06-14 23:38:59,52164596200.0,230020930900.0,446622030400.0
JP,Japan 225 Index,Communications,2026-06-14 23:38:59,584123070300.0,2597553013800.0,5829109711950.0
JP,Japan 225 Index,Consumer Durables,2026-06-14 23:38:59,427575787830.0,2089337192060.0,4105832105890.0
JP,Japan 225 Index,Consumer Non-Durables,2026-06-14 23:38:59,176073182550.0,691531933050.0,1266760041200.0
JP,Japan 225 Index,Consumer Services,2026-06-14 23:38:59,19407548050.0,102887934100.0,192820040800.0
JP,Japan 225 Index,Distribution Services,2026-06-14 23:38:59,174788681550.0,731366183050.0,1376605697050.0
JP,Japan 225 Index,Electronic Technology,2026-06-14 23:38:59,5302881208600.0,26112350436050.0,49938726361500.0
JP,Japan 225 Index,Energy Minerals,2026-06-14 23:38:59,39075654850.0,177044372300.0,350423068200.0
JP,Japan 225 Index,Finance,2026-06-14 23:38:59,815266070150.0,3620567803950.0,6638006245150.0
JP,Japan 225 Index,Health Technology,2026-06-14 23:38:59,217500155450.0,882882871950.0,1789505465900.0
JP,Japan 225 Index,Industrial Services,2026-06-14 23:38:59,43561262100.0,201594512850.0,401657133450.0
JP,Japan 225 Index,Non-Energy Minerals,2026-06-14 23:38:59,259298468220.0,909859840200.0,1673273500820.0
JP,Japan 225 Index,Process Industries,2026-06-14 23:38:59,285521391910.0,1178248385810.0,2272867547420.0
JP,Japan 225 Index,Producer Manufacturing,2026-06-14 23:38:59,1871532140740.0,8293402517080.0,15899677133690.0
JP,Japan 225 Index,Retail Trade,2026-06-14 23:38:59,205087736210.0,886095559400.0,1701050163250.0
JP,Japan 225 Index,Technology Services,2026-06-14 23:38:59,213328291390.0,854304212750.0,1845474246950.0
JP,Japan 225 Index,Transportation,2026-06-14 23:38:59,116843079730.0,584870147000.0,1169550620660.0
JP,Japan 225 Index,Utilities,2026-06-14 23:38:59,51711375620.0,259309811060.0,519323947860.0
JP,All Japanese companies,Commercial Services,2026-06-14 23:39:00,114551145570.0,460905819880.0,920114921510.0
JP,All Japanese companies,Communications,2026-06-14 23:39:00,589094963300.0,2620350595100.0,5873460439000.0
JP,All Japanese companies,Consumer Durables,2026-06-14 23:39:00,484118963680.0,2354146390510.0,4613296451390.0
JP,All Japanese companies,Consumer Non-Durables,2026-06-14 23:39:00,273933079100.0,1135413200000.0,2145779489450.0
