Market,MarketName,Sector,Value.Traded,Value.Traded|1W,Value.Traded|1M
US,Nasdaq Composite Index,Distribution Services,1239855009.3695,3340075565.6445,4171131120.5536003
US,Nasdaq Composite Index,Electronic Technology,266113646554.90503,688122191246.7252,889960298597.3484
US,Nasdaq Composite Index,Energy Minerals,1840932483.6100001,4874399278.7300005,6257790230.75
US,Nasdaq Composite Index,Finance,16664089700.37698,48398880826.22672,64323743736.03782
US,Nasdaq Composite Index,Health Services,1197927729.4006,4207739897.5486,5753395685.3744
US,Nasdaq Composite Index,Health Technology,26521401597.324814,72360759481.5925,93672491321.46442
US,Nasdaq Composite Index,Industrial Services,3844410775.8918,10871718460.7225,13500405646.3152
US,Nasdaq Composite Index,Miscellaneous,381270639.7364,833493925.623,1061995714.0228
US,Nasdaq Composite Index,Non-Energy Minerals,1885261184.9545,4837613920.8956995,6197067656.0074
US,Nasdaq Composite Index,Process Industries,2436901820.4808,6539222269.532701,8953621522.0371
US,Nasdaq Composite Index,Producer Manufacturing,24043021346.5901,58153377370.0132,72374736931.13031
US,Nasdaq Composite Index,Retail Trade,23577107678.3886,67770347001.7944,90909905583.7269
US,Nasdaq Composite Index,Technology Services,106969817584.80125,290308625989.96204,380756808625.5369
US,Nasdaq Composite Index,Transportation,6391259570.097899,17475223692.7524,22410465562.4194
US,Nasdaq Composite Index,Utilities,3724790024.5178,9861728941.5667,12579666402.2428
US,Russell 2000 Index,Commercial Services,2079904686.888,5226636788.56,6601003284.408
US,Russell 2000 Index,Communications,1240830000.01,2889750980.4900002,3588992536.975
US,Russell 2000 Index,Consumer Durables,1407625603.3830001,3842155231.884,5032713374.775
US,Russell 2000 Index,Consumer Non-Durables,922480336.9234,2622452641.4264,3435731311.8092003
US,Russell 2000 Index,Consumer Services,2886038836.442,7923965409.944,9822464613.61
US,Russell 2000 Index,Distribution Services,400370157.824,1192821174.313,1542789092.1069999
US,Russell 2000 Index,Electronic Technology,20662939352.3412,55289490439.8586,70670262864.3048
US,Russell 2000 Index,Energy Minerals,2283443216.9900002,5570361955.16,7210934343.14
US,Russell 2000 Index,Finance,8390300732.161,22480131421.7939,30017390260.2768
US,Russell 2000 Index,Health Services,2102430098.467,6113273918.028,8275597295.684
US,Russell 2000 Index,Health Technology,10325625710.5483,29493420996.4147,38152684396.6078
US,Russell 2000 Index,Industrial Services,6291848768.841001,16664373845.476,20416445964.192
US,Russell 2000 Index,Miscellaneous,268523490.4,573721569.24,732262916.46
US,Russell 2000 Index,Non-Energy Minerals,3155508803.389,7921072070.242,10044064853.907
US,Russell 2000 Index,Process Industries,1283100146.083,3334271478.828,4253317676.514
US,Russell 2000 Index,Producer Manufacturing,8140324869.38,20381623658.82,26272856373.995
US,Russell 2000 Index,Retail Trade,1519028631.645,4727327993.52,6134285582.04
US,Russell 2000 Index,Technology Services,18069094550.793,45223180674.7844,57490123622.1791
US,Russell 2000 Index,Transportation,1121476131.75,3298857194.632,4332510072.646
US,Russell 2000 Index,Utilities,1206501914.0698,2803199340.0532,3687147499.3122997
US,Dow Jones Composite Index,Communications,917316823.52,2493660117.2,3638056850.16
US,Dow Jones Composite Index,Consumer Non-Durables,3354832231.34,10114753670.32,12628341477.065
US,Dow Jones Composite Index,Consumer Services,3875011784.58,8533505374.74,10245945345.240002
US,Dow Jones Composite Index,Electronic Technology,60975054759.44,143782653142.3,196422313314.49
US,Dow Jones Composite Index,Energy Minerals,2052108282.72,4620705572.64,6553018853.4
US,Dow Jones Composite Index,Finance,8857699485.7,23088729789.7,29812780426.74
US,Dow Jones Composite Index,Health Services,2459121036.3199997,6648274479.12,8464636416.879999
US,Dow Jones Composite Index,Health Technology,3568828894.8900003,10682822992.12,14847177514.29
US,Dow Jones Composite Index,Process Industries,850665338.56,1958530117.91,2404603910.2599998
US,Dow Jones Composite Index,Producer Manufacturing,3509271470.56,9465249901.414,12071570397.406
US,Dow Jones Composite Index,Retail Trade,3892154898.05,10751946756.12,13363981099.29
US,Dow Jones Composite Index,Technology Services,16317158962.479998,43726666409.11,59755244422.02
US,Dow Jones Composite Index,Transportation,7585673947.32,23985260982.93,30209131736.47
US,Dow Jones Composite Index,Utilities,7193148342.005,18141285357.695,23675294769.986
