Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-06-10 23:51:06,38958561800.0,120433049700.0,333971090300.0
JP,Japan 225 Index,Communications,2026-06-10 23:51:06,499035966120.0,1513953050160.0,4741595125960.0
JP,Japan 225 Index,Consumer Durables,2026-06-10 23:51:06,444768493810.0,1285931046730.0,3309350629550.0
JP,Japan 225 Index,Consumer Non-Durables,2026-06-10 23:51:06,113619051250.0,355413404000.0,919709542450.0
JP,Japan 225 Index,Consumer Services,2026-06-10 23:51:06,20864276150.0,62174926250.0,153006431200.0
JP,Japan 225 Index,Distribution Services,2026-06-10 23:51:06,143521400800.0,411841494500.0,1047630935400.0
JP,Japan 225 Index,Electronic Technology,2026-06-10 23:51:06,4645356192150.0,13702370396150.0,35274205477650.0
JP,Japan 225 Index,Energy Minerals,2026-06-10 23:51:06,33884039100.0,102612246300.0,273290263450.0
JP,Japan 225 Index,Finance,2026-06-10 23:51:06,769827613450.0,2116117280750.0,5124335367200.0
JP,Japan 225 Index,Health Technology,2026-06-10 23:51:06,165937104650.0,520805344450.0,1436163430300.0
JP,Japan 225 Index,Industrial Services,2026-06-10 23:51:06,37369337300.0,122700028200.0,324167243100.0
JP,Japan 225 Index,Non-Energy Minerals,2026-06-10 23:51:06,139174096800.0,450554316600.0,1131880615760.0
JP,Japan 225 Index,Process Industries,2026-06-10 23:51:06,208307037870.0,637880429740.0,1678161663680.0
JP,Japan 225 Index,Producer Manufacturing,2026-06-10 23:51:06,1703871354270.0,4633302141220.0,11915582955070.0
JP,Japan 225 Index,Retail Trade,2026-06-10 23:51:06,156365214400.0,504169282400.0,1310847108500.0
JP,Japan 225 Index,Technology Services,2026-06-10 23:51:06,177146385050.0,514035132630.0,1542348834140.0
JP,Japan 225 Index,Transportation,2026-06-10 23:51:06,114017817490.0,359356132150.0,945921200980.0
JP,Japan 225 Index,Utilities,2026-06-10 23:51:06,42012431060.0,154263353370.0,413468868370.0
JP,All Japanese companies,Commercial Services,2026-06-10 23:51:07,90308948750.0,257260289600.0,718814034900.0
JP,All Japanese companies,Communications,2026-06-10 23:51:07,503849202820.0,1527781645560.0,4777411285460.0
JP,All Japanese companies,Consumer Durables,2026-06-10 23:51:07,499492061610.0,1440267448130.0,3704006506000.0
JP,All Japanese companies,Consumer Non-Durables,2026-06-10 23:51:07,209811886650.0,625253092850.0,1625798772250.0
JP,All Japanese companies,Consumer Services,2026-06-10 23:51:07,112230390450.0,348618475750.0,974590531450.0
JP,All Japanese companies,Distribution Services,2026-06-10 23:51:07,191957731000.0,565436576400.0,1476472276650.0
JP,All Japanese companies,Electronic Technology,2026-06-10 23:51:07,4928562668300.0,14576690795450.0,37676445844950.0
JP,All Japanese companies,Energy Minerals,2026-06-10 23:51:07,39732242400.0,118460434100.0,319527877250.0
JP,All Japanese companies,Finance,2026-06-10 23:51:07,1048794141470.0,2914308986410.0,7235117467880.0
JP,All Japanese companies,Government,2026-06-10 23:51:07,4800000.0,9600000.0,31200000.0
JP,All Japanese companies,Health Services,2026-06-10 23:51:07,2457295600.0,6468935400.0,17893557400.0
JP,All Japanese companies,Health Technology,2026-06-10 23:51:07,244245798010.0,791120472790.0,2169146834880.0
JP,All Japanese companies,Industrial Services,2026-06-10 23:51:07,97172872150.0,316539302850.0,867096715750.0
JP,All Japanese companies,Miscellaneous,2026-06-10 23:51:07,952787600.0,3540383400.0,10444742200.0
