Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-08-21 22:44:17,31645377900.0,193413773200.0,616303321700.0
JP,Japan 225 Index,Communications,2026-08-21 22:44:17,115178218010.0,406963305650.0,1249278171840.0
JP,Japan 225 Index,Consumer Durables,2026-08-21 22:44:17,360067334710.0,1905410033250.0,6694989562210.0
JP,Japan 225 Index,Consumer Non-Durables,2026-08-21 22:44:17,99274783900.0,579640865850.0,1914808286650.0
JP,Japan 225 Index,Consumer Services,2026-08-21 22:44:17,18386957950.0,97662521000.0,316909884350.0
JP,Japan 225 Index,Distribution Services,2026-08-21 22:44:17,101500515500.0,507800980600.0,1642830431300.0
JP,Japan 225 Index,Electronic Technology,2026-08-21 22:44:17,3116619739200.0,18237150234850.0,53634603568450.0
JP,Japan 225 Index,Energy Minerals,2026-08-21 22:44:17,32889990400.0,162297359650.0,487588939400.0
JP,Japan 225 Index,Finance,2026-08-21 22:44:17,451833228550.0,2678900591900.0,7990263121050.0
JP,Japan 225 Index,Health Technology,2026-08-21 22:44:17,133441632800.0,819758579250.0,2587153360400.0
JP,Japan 225 Index,Industrial Services,2026-08-21 22:44:17,29110957100.0,138044252550.0,489812320300.0
JP,Japan 225 Index,Miscellaneous,2026-08-21 22:44:17,151479579000.0,1023617246000.0,2990998860000.0
JP,Japan 225 Index,Non-Energy Minerals,2026-08-21 22:44:17,125930912670.0,717320302850.0,2345261079430.0
JP,Japan 225 Index,Process Industries,2026-08-21 22:44:17,152748653120.0,801130968320.0,3017772882990.0
JP,Japan 225 Index,Producer Manufacturing,2026-08-21 22:44:17,1109201074420.0,6284078266840.0,20236269307950.0
JP,Japan 225 Index,Retail Trade,2026-08-21 22:44:17,163194341640.0,847858472210.0,2520522438080.0
JP,Japan 225 Index,Technology Services,2026-08-21 22:44:17,158439221430.0,976525321050.0,2937576883520.0
JP,Japan 225 Index,Transportation,2026-08-21 22:44:17,170562214660.0,669298975540.0,1848149424740.0
JP,Japan 225 Index,Utilities,2026-08-21 22:44:17,63809992110.0,249085172960.0,663862095620.0
JP,All Japanese companies,Commercial Services,2026-08-21 22:44:18,75543228200.0,447520298150.0,1299842283100.0
JP,All Japanese companies,Communications,2026-08-21 22:44:18,120744068210.0,429354709850.0,1316265443640.0
JP,All Japanese companies,Consumer Durables,2026-08-21 22:44:18,410865142060.0,2193093731050.0,7640207148360.0
JP,All Japanese companies,Consumer Non-Durables,2026-08-21 22:44:18,195601503200.0,1046820620150.0,3453053494650.0
JP,All Japanese companies,Consumer Services,2026-08-21 22:44:18,102511824700.0,536000891800.0,1760446101100.0
JP,All Japanese companies,Distribution Services,2026-08-21 22:44:18,155631427650.0,784574395500.0,2568633054050.0
JP,All Japanese companies,Electronic Technology,2026-08-21 22:44:18,3285564837200.0,19294874093150.0,56621134161350.0
JP,All Japanese companies,Energy Minerals,2026-08-21 22:44:18,38036631400.0,189982103650.0,572494392900.0
JP,All Japanese companies,Finance,2026-08-21 22:44:18,695683814980.0,3922561220900.0,11585766550540.0
JP,All Japanese companies,Government,2026-08-21 22:44:18,2180000.0,8720000.0,41420000.0
JP,All Japanese companies,Health Services,2026-08-21 22:44:18,1579859600.0,8559909400.0,28083251500.0
JP,All Japanese companies,Health Technology,2026-08-21 22:44:18,206157843000.0,1228852429800.0,3713337489000.0
JP,All Japanese companies,Industrial Services,2026-08-21 22:44:18,74876164400.0,433394669300.0,1426717972300.0
JP,All Japanese companies,Miscellaneous,2026-08-21 22:44:18,151956266500.0,1027068932300.0,3005523651100.0
JP,All Japanese companies,Non-Energy Minerals,2026-08-21 22:44:18,191559656670.0,1150627086150.0,3701463276230.0
JP,All Japanese companies,Process Industries,2026-08-21 22:44:18,289718163070.0,1634694728020.0,5579429418090.0
JP,All Japanese companies,Producer Manufacturing,2026-08-21 22:44:18,1439886802670.0,8078807671560.0,26247664657410.0
JP,All Japanese companies,Retail Trade,2026-08-21 22:44:18,248809845370.0,1324142286770.0,3976787472330.0
JP,All Japanese companies,Technology Services,2026-08-21 22:44:18,327384669332.0,1941278114803.0,5446896219674.0
JP,All Japanese companies,Transportation,2026-08-21 22:44:18,202926067810.0,833144689740.0,2405522516340.0
JP,All Japanese companies,Utilities,2026-08-21 22:44:18,92249810890.0,405445567570.0,1095717218300.0
KR,All South Korean Companies,Commercial Services,2026-08-21 22:44:18,267980695071.0,769833836423.0,2480060282597.0
KR,All South Korean Companies,Communications,2026-08-21 22:44:18,233819744312.0,864697453310.0,3097031723860.0
KR,All South Korean Companies,Consumer Durables,2026-08-21 22:44:18,1201540320593.0,4539184223489.0,17826703486392.0
KR,All South Korean Companies,Consumer Non-Durables,2026-08-21 22:44:18,784392722151.0,2871323805964.0,10773652177143.0
KR,All South Korean Companies,Consumer Services,2026-08-21 22:44:18,218997786739.0,964796910835.0,2052576715980.0
KR,All South Korean Companies,Distribution Services,2026-08-21 22:44:18,76357255781.0,372174921845.0,1491923684667.0
KR,All South Korean Companies,Electronic Technology,2026-08-21 22:44:18,18605931651941.0,77219842777487.0,269836180397775.84
KR,All South Korean Companies,Energy Minerals,2026-08-21 22:44:18,88207987627.0,483248537476.0,1996513149994.0
KR,All South Korean Companies,Finance,2026-08-21 22:44:18,2646097665454.0,9335374624655.0,29412616056116.0
KR,All South Korean Companies,Health Services,2026-08-21 22:44:18,24476164160.0,94420738920.0,294628513620.0
KR,All South Korean Companies,Health Technology,2026-08-21 22:44:18,1240642868811.0,5259935640954.0,19959820984922.76
KR,All South Korean Companies,Industrial Services,2026-08-21 22:44:18,370284865635.0,1266444430193.0,4377245276801.0
KR,All South Korean Companies,Miscellaneous,2026-08-21 22:44:18,7060250597.0,24308544330.0,85949153225.0
KR,All South Korean Companies,Non-Energy Minerals,2026-08-21 22:44:18,255853902741.0,996999660347.0,3970048308691.0
KR,All South Korean Companies,Process Industries,2026-08-21 22:44:18,467923619488.0,2210916291511.0,8224857019369.0
KR,All South Korean Companies,Producer Manufacturing,2026-08-21 22:44:18,3156903111525.0,14077107596757.0,57936292481637.86
KR,All South Korean Companies,Retail Trade,2026-08-21 22:44:18,232613470882.0,1182577573142.0,4097668854294.0
KR,All South Korean Companies,Technology Services,2026-08-21 22:44:18,1169723938518.0,3654153439208.0,14926303760774.0
KR,All South Korean Companies,Transportation,2026-08-21 22:44:18,211161970819.0,1005524947947.0,2806601790492.0
KR,All South Korean Companies,Utilities,2026-08-21 22:44:18,201981331120.0,1237765865401.0,4942115976413.0
KR,KOSPI Composite Index,Commercial Services,2026-08-21 22:44:18,95491104228.0,334841867813.0,1277599470919.0
KR,KOSPI Composite Index,Communications,2026-08-21 22:44:18,228880829250.0,844473636680.0,3016977048814.0
KR,KOSPI Composite Index,Consumer Durables,2026-08-21 22:44:18,1160994435597.0,4273939699059.0,16502886794339.0
KR,KOSPI Composite Index,Consumer Non-Durables,2026-08-21 22:44:18,491818714828.0,2238044163415.0,9087485802576.0
KR,KOSPI Composite Index,Consumer Services,2026-08-21 22:44:18,38666011782.0,186526475786.0,773912906578.0
