Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-08-16 22:39:37,58286131000.0,227865318000.0,433086729900.0
JP,Japan 225 Index,Communications,2026-08-16 22:39:37,88221145370.0,353064585600.0,831560239310.0
JP,Japan 225 Index,Consumer Durables,2026-08-16 22:39:37,502064943720.0,1943647055540.0,4840809048660.0
JP,Japan 225 Index,Consumer Non-Durables,2026-08-16 22:39:37,140369918600.0,529338032800.0,1352797045100.0
JP,Japan 225 Index,Consumer Services,2026-08-16 22:39:37,20475120450.0,77295920000.0,215760153600.0
JP,Japan 225 Index,Distribution Services,2026-08-16 22:39:37,119340043850.0,420915322650.0,1155297146700.0
JP,Japan 225 Index,Electronic Technology,2026-08-16 22:39:37,4067312686400.0,14522333197850.0,36404292445100.0
JP,Japan 225 Index,Energy Minerals,2026-08-16 22:39:37,30553080650.0,159220682950.0,311863747650.0
JP,Japan 225 Index,Finance,2026-08-16 22:39:37,603930524750.0,2356790267650.0,5502946134900.0
JP,Japan 225 Index,Health Technology,2026-08-16 22:39:37,186069432050.0,741985165350.0,1772964907900.0
JP,Japan 225 Index,Industrial Services,2026-08-16 22:39:37,31050519100.0,164378578450.0,366295586950.0
JP,Japan 225 Index,Miscellaneous,2026-08-16 22:39:37,238690749000.0,702362923800.0,2148582889200.0
JP,Japan 225 Index,Non-Energy Minerals,2026-08-16 22:39:37,135398509790.0,820191736950.0,1598705003360.0
JP,Japan 225 Index,Process Industries,2026-08-16 22:39:37,192158430590.0,822909192220.0,2262388487680.0
JP,Japan 225 Index,Producer Manufacturing,2026-08-16 22:39:37,1367212072870.0,6135388642410.0,15058248240190.0
JP,Japan 225 Index,Retail Trade,2026-08-16 22:39:37,210780503560.0,789772211710.0,1713056083350.0
JP,Japan 225 Index,Technology Services,2026-08-16 22:39:37,264418925740.0,1019491402640.0,2026237568520.0
JP,Japan 225 Index,Transportation,2026-08-16 22:39:37,123688708750.0,444737207700.0,1114912618650.0
JP,Japan 225 Index,Utilities,2026-08-16 22:39:37,44515223620.0,163225935540.0,395382265260.0
JP,All Japanese companies,Commercial Services,2026-08-16 22:39:38,117841993090.0,444935735660.0,858427436340.0
