Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-05-12 23:31:19,43748555500.0,83838032800.0,225270176500.0
JP,Japan 225 Index,Communications,2026-05-12 23:31:19,429879995040.0,1026572303630.0,2913848172050.0
JP,Japan 225 Index,Consumer Durables,2026-05-12 23:31:19,603629967180.0,1232162852620.0,2682710290810.0
JP,Japan 225 Index,Consumer Non-Durables,2026-05-12 23:31:19,141688462100.0,365513057950.0,809064046250.0
JP,Japan 225 Index,Consumer Services,2026-05-12 23:31:19,15752208750.0,34437797250.0,120666309750.0
JP,Japan 225 Index,Distribution Services,2026-05-12 23:31:19,162963143750.0,318730844450.0,1494032907600.0
JP,Japan 225 Index,Electronic Technology,2026-05-12 23:31:19,1347718668150.0,2570035871750.0,6710338674350.0
JP,Japan 225 Index,Energy Minerals,2026-05-12 23:31:19,41149191600.0,77886524200.0,239393358700.0
JP,Japan 225 Index,Finance,2026-05-12 23:31:19,519965310400.0,988003288000.0,2657094698300.0
JP,Japan 225 Index,Health Technology,2026-05-12 23:31:19,208775435200.0,412655380200.0,1213443410750.0
JP,Japan 225 Index,Industrial Services,2026-05-12 23:31:19,123049158400.0,178217794400.0,332864319000.0
JP,Japan 225 Index,Non-Energy Minerals,2026-05-12 23:31:19,212175477260.0,514884766940.0,1180788999980.0
JP,Japan 225 Index,Process Industries,2026-05-12 23:31:19,264706864620.0,545851800480.0,1660907392340.0
JP,Japan 225 Index,Producer Manufacturing,2026-05-12 23:31:19,2297291904440.0,3950948509060.0,9526476206960.0
JP,Japan 225 Index,Retail Trade,2026-05-12 23:31:19,204002220570.0,397203743240.0,986606409430.0
JP,Japan 225 Index,Technology Services,2026-05-12 23:31:19,151185517840.0,341832099450.0,1034126531960.0
JP,Japan 225 Index,Transportation,2026-05-12 23:31:19,114204187260.0,259934507840.0,723422271640.0
JP,Japan 225 Index,Utilities,2026-05-12 23:31:19,64683698820.0,139324299900.0,418587208580.0
JP,All Japanese companies,Commercial Services,2026-05-12 23:31:19,94665065640.0,192502031560.0,498407452220.0
JP,All Japanese companies,Communications,2026-05-12 23:31:19,435769281140.0,1039419002030.0,2944259192550.0
JP,All Japanese companies,Consumer Durables,2026-05-12 23:31:19,658330285930.0,1346019343720.0,2984690909860.0
JP,All Japanese companies,Consumer Non-Durables,2026-05-12 23:31:19,254074309100.0,583110509390.0,1369146383360.0
JP,All Japanese companies,Consumer Services,2026-05-12 23:31:19,114717185850.0,238755578370.0,690690201120.0
JP,All Japanese companies,Distribution Services,2026-05-12 23:31:19,235580352700.0,461653242300.0,1848834369150.0
JP,All Japanese companies,Electronic Technology,2026-05-12 23:31:19,3022293577150.0,6323952430950.0,14166623293500.0
JP,All Japanese companies,Energy Minerals,2026-05-12 23:31:19,47841514600.0,92446181700.0,277981802000.0
JP,All Japanese companies,Finance,2026-05-12 23:31:19,751454252670.0,1472209479430.0,4041890222750.0
JP,All Japanese companies,Government,2026-05-12 23:31:19,4940000.0,9880000.0,19760000.0
JP,All Japanese companies,Health Services,2026-05-12 23:31:19,1824959200.0,3673419000.0,10008639500.0
JP,All Japanese companies,Health Technology,2026-05-12 23:31:19,303948411100.0,617337085900.0,1671090706500.0
JP,All Japanese companies,Industrial Services,2026-05-12 23:31:19,229222015450.0,380996719150.0,803356600850.0
JP,All Japanese companies,Miscellaneous,2026-05-12 23:31:19,491752600.0,1238782100.0,3384612100.0
JP,All Japanese companies,Non-Energy Minerals,2026-05-12 23:31:19,536378617560.0,1091927304340.0,2193880720280.0
JP,All Japanese companies,Process Industries,2026-05-12 23:31:19,522445361740.0,1113522171800.0,2941398892800.0
