Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-06-30 23:38:53,41087772800.0,97345656000.0,1016694520900.0
JP,Japan 225 Index,Communications,2026-06-30 23:38:53,432269804190.0,907325870410.0,10803399933030.0
JP,Japan 225 Index,Consumer Durables,2026-06-30 23:38:53,400528157640.0,934966976220.0,8993304837600.0
JP,Japan 225 Index,Consumer Non-Durables,2026-06-30 23:38:53,135793703050.0,277215706750.0,2918533224600.0
JP,Japan 225 Index,Consumer Services,2026-06-30 23:38:53,16748058900.0,40168953900.0,420673197000.0
JP,Japan 225 Index,Distribution Services,2026-06-30 23:38:53,128761341200.0,297032130400.0,2816355771900.0
JP,Japan 225 Index,Electronic Technology,2026-06-30 23:38:53,4910111735350.0,10585665512750.0,119869765776300.0
JP,Japan 225 Index,Energy Minerals,2026-06-30 23:38:53,33039912400.0,68541105000.0,745407074200.0
JP,Japan 225 Index,Finance,2026-06-30 23:38:53,521867526500.0,1155028033400.0,13647377280900.0
JP,Japan 225 Index,Health Technology,2026-06-30 23:38:53,175017382300.0,377865829350.0,3696656170400.0
JP,Japan 225 Index,Industrial Services,2026-06-30 23:38:53,36956819850.0,72888780900.0,909055950550.0
JP,Japan 225 Index,Non-Energy Minerals,2026-06-30 23:38:53,117862479600.0,281852323670.0,3269780270080.0
JP,Japan 225 Index,Process Industries,2026-06-30 23:38:53,176841123170.0,384580438210.0,4866484735790.0
JP,Japan 225 Index,Producer Manufacturing,2026-06-30 23:38:53,1543078638600.0,3000805979000.0,38491350804960.0
JP,Japan 225 Index,Retail Trade,2026-06-30 23:38:53,217897943850.0,418356517740.0,3927014809510.0
JP,Japan 225 Index,Technology Services,2026-06-30 23:38:53,151262710490.0,333164977670.0,3805791915080.0
JP,Japan 225 Index,Transportation,2026-06-30 23:38:53,106382829210.0,216944604720.0,2431861331220.0
JP,Japan 225 Index,Utilities,2026-06-30 23:38:53,48451606630.0,99132586390.0,1089626637700.0
JP,All Japanese companies,Commercial Services,2026-06-30 23:38:53,78716059990.0,181230366640.0,1999653485296.5261
JP,All Japanese companies,Communications,2026-06-30 23:38:53,438370150890.0,918206990210.0,10901835866730.0
JP,All Japanese companies,Consumer Durables,2026-06-30 23:38:53,442572337740.0,1024637512070.0,10064145037700.0
JP,All Japanese companies,Consumer Non-Durables,2026-06-30 23:38:53,221704581930.0,464061538770.0,4880458680949.963
JP,All Japanese companies,Consumer Services,2026-06-30 23:38:53,114307299000.0,276346895300.0,2803499816976.4214
