Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-09-01 01:18:50,7519982900.0,60530536900.0,7519982900.0
JP,Japan 225 Index,Communications,2026-09-01 01:18:50,23249967430.0,132395873610.0,23249967430.0
JP,Japan 225 Index,Consumer Durables,2026-09-01 01:18:50,123311323550.0,584455723780.0,123311323550.0
JP,Japan 225 Index,Consumer Non-Durables,2026-09-01 01:18:50,21851975150.0,141734819000.0,21851975150.0
JP,Japan 225 Index,Consumer Services,2026-09-01 01:18:50,4344610400.0,22455936100.0,4344610400.0
JP,Japan 225 Index,Distribution Services,2026-09-01 01:18:50,29461163200.0,164385638600.0,29461163200.0
JP,Japan 225 Index,Electronic Technology,2026-09-01 01:18:50,664739863150.0,3827007763650.0,664739863150.0
JP,Japan 225 Index,Energy Minerals,2026-09-01 01:18:50,12477303600.0,56834143700.0,12477303600.0
JP,Japan 225 Index,Finance,2026-09-01 01:18:50,150111719300.0,889258555750.0,150111719300.0
JP,Japan 225 Index,Health Technology,2026-09-01 01:18:50,35318241050.0,290898903000.0,35318241050.0
JP,Japan 225 Index,Industrial Services,2026-09-01 01:18:50,8271858300.0,50995137350.0,8271858300.0
JP,Japan 225 Index,Miscellaneous,2026-09-01 01:18:50,38437000000.0,208505027200.0,38437000000.0
JP,Japan 225 Index,Non-Energy Minerals,2026-09-01 01:18:50,51108405730.0,253935210210.0,51108405730.0
JP,Japan 225 Index,Process Industries,2026-09-01 01:18:50,43514841980.0,256601323280.0,43514841980.0
JP,Japan 225 Index,Producer Manufacturing,2026-09-01 01:18:50,343407760250.0,1554544497350.0,343407760250.0
JP,Japan 225 Index,Retail Trade,2026-09-01 01:18:50,43623749190.0,249242006650.0,43623749190.0
JP,Japan 225 Index,Technology Services,2026-09-01 01:18:50,49083327550.0,306089207490.0,49083327550.0
JP,Japan 225 Index,Transportation,2026-09-01 01:18:50,26829165280.0,161995804300.0,26829165280.0
JP,Japan 225 Index,Utilities,2026-09-01 01:18:50,25968166170.0,111330195220.0,25973947770.0
JP,All Japanese companies,Commercial Services,2026-09-01 01:18:51,22921753910.0,130503990320.0,24193795210.0
JP,All Japanese companies,Communications,2026-09-01 01:18:51,24351075220.0,138267010170.0,24359436020.0
JP,All Japanese companies,Consumer Durables,2026-09-01 01:18:51,138443795950.0,666139246180.0,138861050950.0
JP,All Japanese companies,Consumer Non-Durables,2026-09-01 01:18:51,41438623810.0,274616415680.0,41748794610.0
JP,All Japanese companies,Consumer Services,2026-09-01 01:18:51,29806957050.0,182842652200.0,30882958550.0
JP,All Japanese companies,Distribution Services,2026-09-01 01:18:51,45122153350.0,249366819200.0,45408366650.0
JP,All Japanese companies,Electronic Technology,2026-09-01 01:18:51,707697749050.0,4049297289450.0,708368555550.0
JP,All Japanese companies,Energy Minerals,2026-09-01 01:18:51,14256682950.0,64723881650.0,14346431950.0
JP,All Japanese companies,Finance,2026-09-01 01:18:51,217199110760.0,1290631264990.0,217486038200.0
JP,All Japanese companies,Government,2026-09-01 01:18:51,2300000.0,6900000.0,2300000.0
JP,All Japanese companies,Health Services,2026-09-01 01:18:51,296691200.0,1802948500.0,310131200.0
JP,All Japanese companies,Health Technology,2026-09-01 01:18:51,56667885200.0,400114064550.0,56696270250.0
JP,All Japanese companies,Industrial Services,2026-09-01 01:18:51,30919656650.0,146333674900.0,31049697150.0
JP,All Japanese companies,Miscellaneous,2026-09-01 01:18:51,38812955300.0,209768822500.0,38812955300.0
JP,All Japanese companies,Non-Energy Minerals,2026-09-01 01:18:51,71040782880.0,357176059410.0,71115202880.0
JP,All Japanese companies,Process Industries,2026-09-01 01:18:51,88744371890.0,485684320940.0,89058164290.0
JP,All Japanese companies,Producer Manufacturing,2026-09-01 01:18:51,439180122350.0,2142494492710.0,441516449950.0
JP,All Japanese companies,Retail Trade,2026-09-01 01:18:51,74403076690.0,377797543870.0,74950949650.0
JP,All Japanese companies,Technology Services,2026-09-01 01:18:51,219416509145.0,936006733220.0,300360932145.0
JP,All Japanese companies,Transportation,2026-09-01 01:18:51,34660270530.0,215460408600.0,35404676130.0
JP,All Japanese companies,Utilities,2026-09-01 01:18:51,40537901020.0,160506751270.0,40538359320.0
KR,All South Korean Companies,Commercial Services,2026-09-01 01:18:51,46923594273.0,249820351566.0,49831108509.0
KR,All South Korean Companies,Communications,2026-09-01 01:18:51,21793878183.0,280829620000.0,27069368151.0
KR,All South Korean Companies,Consumer Durables,2026-09-01 01:18:51,331518148293.0,1807485728357.0,365939357419.0
KR,All South Korean Companies,Consumer Non-Durables,2026-09-01 01:18:51,161102721656.0,926738294946.0,161686922829.0
KR,All South Korean Companies,Consumer Services,2026-09-01 01:18:51,26016291438.0,163215466933.0,26016291438.0
KR,All South Korean Companies,Distribution Services,2026-09-01 01:18:51,22512752756.0,189752208711.0,25014998577.0
KR,All South Korean Companies,Electronic Technology,2026-09-01 01:18:51,3180832992865.0,20203902861766.0,3193614746944.0
KR,All South Korean Companies,Energy Minerals,2026-09-01 01:18:51,216994217892.0,576815079449.0,216994217892.0
KR,All South Korean Companies,Finance,2026-09-01 01:18:51,446172927392.0,3134638873770.0,493224551962.0
KR,All South Korean Companies,Health Services,2026-09-01 01:18:51,6582936030.0,34837070625.0,6582936030.0
KR,All South Korean Companies,Health Technology,2026-09-01 01:18:51,445588791029.0,2876916329131.0,485540515329.0
KR,All South Korean Companies,Industrial Services,2026-09-01 01:18:51,58299328187.0,327850202643.0,58318969222.0
KR,All South Korean Companies,Miscellaneous,2026-09-01 01:18:51,17341746726.0,41814206357.0,17768555886.0
KR,All South Korean Companies,Non-Energy Minerals,2026-09-01 01:18:51,161875722335.0,471729211545.0,172693180204.0
KR,All South Korean Companies,Process Industries,2026-09-01 01:18:51,178251614679.0,721625805855.0,193985371340.0
KR,All South Korean Companies,Producer Manufacturing,2026-09-01 01:18:51,937776924183.0,5077664647474.0,939804615091.0
KR,All South Korean Companies,Retail Trade,2026-09-01 01:18:51,56635562805.0,321687128060.0,56635562805.0
KR,All South Korean Companies,Technology Services,2026-09-01 01:18:51,235351335223.0,1104375500113.0,240435490003.0
KR,All South Korean Companies,Transportation,2026-09-01 01:18:51,45970872128.0,238917175058.0,45970872128.0
KR,All South Korean Companies,Utilities,2026-09-01 01:18:51,41035616743.0,170825765721.0,41035616743.0
KR,KOSPI Composite Index,Commercial Services,2026-09-01 01:18:51,16958109733.0,141079097823.0,16958109733.0
KR,KOSPI Composite Index,Communications,2026-09-01 01:18:51,20615902775.0,277170876535.0,20615902775.0
KR,KOSPI Composite Index,Consumer Durables,2026-09-01 01:18:51,284971368654.0,1699323853310.0,317527982016.0
KR,KOSPI Composite Index,Consumer Non-Durables,2026-09-01 01:18:51,137320707014.0,814970297222.0,137377379746.0
KR,KOSPI Composite Index,Consumer Services,2026-09-01 01:18:51,12722145087.0,73572022798.0,12722145087.0
