Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-07-23 23:13:40,31845302300.0,115466991600.0,707545670600.0
JP,Japan 225 Index,Communications,2026-07-23 23:13:40,288235042330.0,992869072080.0,5964572245920.0
JP,Japan 225 Index,Consumer Durables,2026-07-23 23:13:40,313929081260.0,1095857510560.0,6148587439410.0
JP,Japan 225 Index,Consumer Non-Durables,2026-07-23 23:13:40,116954544700.0,395365675100.0,2127412706200.0
JP,Japan 225 Index,Consumer Services,2026-07-23 23:13:40,18195659750.0,72583740550.0,343431371250.0
JP,Japan 225 Index,Distribution Services,2026-07-23 23:13:40,105244848200.0,394867687900.0,1953557983000.0
JP,Japan 225 Index,Electronic Technology,2026-07-23 23:13:40,3675819271550.0,13051129431250.0,67517412965750.0
JP,Japan 225 Index,Energy Minerals,2026-07-23 23:13:40,31219752900.0,99691722500.0,476133472700.0
JP,Japan 225 Index,Finance,2026-07-23 23:13:40,720700441650.0,2059263906650.0,9915798315350.0
JP,Japan 225 Index,Health Technology,2026-07-23 23:13:40,120455338100.0,440830227000.0,2434287788600.0
JP,Japan 225 Index,Industrial Services,2026-07-23 23:13:40,20742670100.0,70612054050.0,507868519200.0
JP,Japan 225 Index,Non-Energy Minerals,2026-07-23 23:13:40,101410818490.0,358055614500.0,1780438674030.0
JP,Japan 225 Index,Process Industries,2026-07-23 23:13:40,179577486060.0,565678506790.0,3263470165570.0
JP,Japan 225 Index,Producer Manufacturing,2026-07-23 23:13:40,1062319788600.0,3605384085550.0,20947950842750.0
JP,Japan 225 Index,Retail Trade,2026-07-23 23:13:40,151284515740.0,535625471670.0,2984782961520.0
JP,Japan 225 Index,Technology Services,2026-07-23 23:13:40,133202135120.0,460384307590.0,2540292451900.0
JP,Japan 225 Index,Transportation,2026-07-23 23:13:40,76778052340.0,288937563610.0,1671739350980.0
JP,Japan 225 Index,Utilities,2026-07-23 23:13:40,36645536230.0,122898151390.0,771598921180.0
JP,All Japanese companies,Commercial Services,2026-07-23 23:13:41,66364048510.0,233311609270.0,1309706084790.0
JP,All Japanese companies,Communications,2026-07-23 23:13:41,292183188030.0,1006540209980.0,6032389730020.0
JP,All Japanese companies,Consumer Durables,2026-07-23 23:13:41,354092843560.0,1237654307060.0,6883585884810.0
JP,All Japanese companies,Consumer Non-Durables,2026-07-23 23:13:41,184039317500.0,621561654000.0,3457091989800.0
JP,All Japanese companies,Consumer Services,2026-07-23 23:13:41,106971820150.0,341064341150.0,1863144499750.0
JP,All Japanese companies,Distribution Services,2026-07-23 23:13:41,143428157250.0,528685264800.0,2771530138750.0
JP,All Japanese companies,Electronic Technology,2026-07-23 23:13:41,3847020977800.0,13623027938200.0,70817356004400.0
JP,All Japanese companies,Energy Minerals,2026-07-23 23:13:41,35436545300.0,114626871800.0,561770470300.0
JP,All Japanese companies,Finance,2026-07-23 23:13:41,936763318440.0,2803992805850.0,13740025989840.0
JP,All Japanese companies,Government,2026-07-23 23:13:41,2242000.0,2242000.0,38114000.0
JP,All Japanese companies,Health Services,2026-07-23 23:13:41,967183400.0,3846744200.0,25120226200.0
JP,All Japanese companies,Health Technology,2026-07-23 23:13:41,172491917920.0,614452158150.0,3425705655600.0
JP,All Japanese companies,Industrial Services,2026-07-23 23:13:41,63500440600.0,213417763300.0,1297177912800.0
JP,All Japanese companies,Miscellaneous,2026-07-23 23:13:41,683107800.0,3270831600.0,12348054400.0
JP,All Japanese companies,Non-Energy Minerals,2026-07-23 23:13:41,199486644390.0,661949236100.0,3496535583130.0
JP,All Japanese companies,Process Industries,2026-07-23 23:13:41,275693816060.0,898193654540.0,5161501719620.0
JP,All Japanese companies,Producer Manufacturing,2026-07-23 23:13:41,1376818483130.0,4710408008520.0,27514306433040.0
JP,All Japanese companies,Retail Trade,2026-07-23 23:13:41,223074835040.0,793474192830.0,4497582735640.0
JP,All Japanese companies,Technology Services,2026-07-23 23:13:41,352197173218.0,1082517524212.0,5259470529890.0
JP,All Japanese companies,Transportation,2026-07-23 23:13:41,108838511990.0,397636699710.0,2228695130880.0
JP,All Japanese companies,Unknown,2026-07-23 23:13:41,93800.0,93800.0,93800.0
JP,All Japanese companies,Utilities,2026-07-23 23:13:41,59653492990.0,201517559800.0,1224210579440.0
KR,All South Korean Companies,Commercial Services,2026-07-23 23:13:42,245825068383.0,623118339331.0,2571752348164.0
KR,All South Korean Companies,Communications,2026-07-23 23:13:42,300655999281.0,805734385487.0,2378438687041.0
KR,All South Korean Companies,Consumer Durables,2026-07-23 23:13:42,1317504318296.0,5054707292939.0,25022359844911.0
KR,All South Korean Companies,Consumer Non-Durables,2026-07-23 23:13:42,434604456500.0,1679213242647.0,8607652601585.0
KR,All South Korean Companies,Consumer Services,2026-07-23 23:13:42,93224701405.0,345056955297.0,1856827015859.0
KR,All South Korean Companies,Distribution Services,2026-07-23 23:13:42,93680531638.0,357767305787.0,1631318398929.0
KR,All South Korean Companies,Electronic Technology,2026-07-23 23:13:42,15851028714070.0,74806588104873.45,379318585893985.0
KR,All South Korean Companies,Energy Minerals,2026-07-23 23:13:42,303065999471.0,812364650580.0,3060371965724.0
KR,All South Korean Companies,Finance,2026-07-23 23:13:42,2079606462328.0,8824105924361.0,46472844262864.0
KR,All South Korean Companies,Health Services,2026-07-23 23:13:42,14714154350.0,67993812625.0,332585105160.0
KR,All South Korean Companies,Health Technology,2026-07-23 23:13:42,1270772454117.0,4889166928235.525,20420638995086.297
KR,All South Korean Companies,Industrial Services,2026-07-23 23:13:42,548936622693.0,1631238205818.0,8217883959163.0
KR,All South Korean Companies,Miscellaneous,2026-07-23 23:13:42,3839807250.0,21074796557.0,202375333936.0
KR,All South Korean Companies,Non-Energy Minerals,2026-07-23 23:13:42,459588843464.0,1217090032939.012,5112584030520.075
KR,All South Korean Companies,Process Industries,2026-07-23 23:13:42,676031135756.0,2708268322681.0,10730926342954.0
KR,All South Korean Companies,Producer Manufacturing,2026-07-23 23:13:42,5118424719677.0,18319445997418.0,84324604263466.0
KR,All South Korean Companies,Retail Trade,2026-07-23 23:13:42,264079997314.0,824571076697.0,3501948647446.0
KR,All South Korean Companies,Technology Services,2026-07-23 23:13:42,1176141755386.0,3479145171358.0,16093000924861.0
KR,All South Korean Companies,Transportation,2026-07-23 23:13:42,247645135026.0,981151455395.0,4136470130662.0
KR,All South Korean Companies,Utilities,2026-07-23 23:13:42,1707957371350.0,4464602289300.0,11349211449535.0
KR,KOSPI Composite Index,Commercial Services,2026-07-23 23:13:42,149715217447.0,366079540511.0,1537319061396.0
KR,KOSPI Composite Index,Communications,2026-07-23 23:13:42,293244941215.0,769845474893.0,2255369349484.0
KR,KOSPI Composite Index,Consumer Durables,2026-07-23 23:13:42,1231360274534.0,4676943663118.0,23236949628516.0
KR,KOSPI Composite Index,Consumer Non-Durables,2026-07-23 23:13:42,361815853554.0,1387132629181.0,7502604335984.0
KR,KOSPI Composite Index,Consumer Services,2026-07-23 23:13:42,47598429455.0,191993162431.0,1116166582284.0
KR,KOSPI Composite Index,Distribution Services,2026-07-23 23:13:42,53864866450.0,221617341055.0,1068228321040.0
KR,KOSPI Composite Index,Electronic Technology,2026-07-23 23:13:42,14550140774175.0,69822556055931.45,354649168871853.6
KR,KOSPI Composite Index,Energy Minerals,2026-07-23 23:13:42,295697988663.0,791219426378.0,2961367752333.0
KR,KOSPI Composite Index,Finance,2026-07-23 23:13:42,1989983375546.0,8664896260234.0,45798209684843.0
KR,KOSPI Composite Index,Health Technology,2026-07-23 23:13:42,252063119486.0,1204196418874.0,5722928908167.0
KR,KOSPI Composite Index,Industrial Services,2026-07-23 23:13:42,531938508974.0,1563589757881.0,7507782388832.0
KR,KOSPI Composite Index,Miscellaneous,2026-07-23 23:13:42,10385291500.0,40890079360.0,233854710710.0
KR,KOSPI Composite Index,Non-Energy Minerals,2026-07-23 23:13:42,424882171370.0,994696853319.0,3617514806731.0
KR,KOSPI Composite Index,Process Industries,2026-07-23 23:13:42,451812066199.0,1780754940333.0,6703375907661.0
KR,KOSPI Composite Index,Producer Manufacturing,2026-07-23 23:13:42,3220945500571.0,11201552930865.0,53388045928607.0
KR,KOSPI Composite Index,Retail Trade,2026-07-23 23:13:42,242416071070.0,744795348770.0,3048278967265.0
KR,KOSPI Composite Index,Technology Services,2026-07-23 23:13:42,776166640400.0,2146017318450.0,8829171556400.0
KR,KOSPI Composite Index,Transportation,2026-07-23 23:13:42,246283706820.0,974787598350.0,4099804698917.0
KR,KOSPI Composite Index,Utilities,2026-07-23 23:13:42,1580206235800.0,4039648080450.0,9774181950820.0
TW,All Taiwan Companies,Commercial Services,2026-07-23 23:13:43,8868805316.25,40505563931.6,238344021649.9
TW,All Taiwan Companies,Communications,2026-07-23 23:13:43,3976029705.1,21961121117.45,111999887917.45
TW,All Taiwan Companies,Consumer Durables,2026-07-23 23:13:43,7674800337.21,41256815152.18282,162041088612.5466
TW,All Taiwan Companies,Consumer Non-Durables,2026-07-23 23:13:43,1614153080.65,7965213443.61,36958839400.23456
TW,All Taiwan Companies,Consumer Services,2026-07-23 23:13:43,436191202.65,2258674440.63,13058327869.962759
TW,All Taiwan Companies,Distribution Services,2026-07-23 23:13:43,8629270535.1,39983499337.85,201890954642.5865
TW,All Taiwan Companies,Electronic Technology,2026-07-23 23:13:43,776502732975.8,3148539627163.003,13292929579068.44
TW,All Taiwan Companies,Energy Minerals,2026-07-23 23:13:43,8949791418.0,33872593141.65,83920412077.8
TW,All Taiwan Companies,Finance,2026-07-23 23:13:43,24964115371.079998,127695233476.64159,515839244599.53375
